winsorized_Adult_Mortality,winsorized_Infant_Deaths,winsorized_Alcohol,winsorized_Percentage_Exp,winsorized_HepatitisB,winsorized_Under_Five_Deaths,winsorized_Polio,winsorized_Tot_Exp,winsorized_Diphtheria,winsorized_HIV,winsorized_GDP,winsorized_Population,winsorized_thinness_1to19_years,winsorized_thinness_5to9_years,winsorized_Income_Comp_Of_Resources,winsorized_Schooling,BMI
128.0,1,7.17,151.763,89.0,1,45.0,8.99,92.0,0.1,3174.949,43.0,2.6,2.8,0.735,13.1,5.5
118.0,1,6.89,1109.855,18.0,1,81.0,8.9,45.0,0.1,8787.614,3838462.0,1.9,1.9,0.773,12.9,56.3
158.0,10,5.95,71.685,98.0,12,99.0,3.81,99.0,0.2,575.322,672888.0,8.2,8.3,0.711,13.1,27.9
237.0,2,0.01,715.282,18.0,3,68.0,3.44,45.0,2.8,8787.614,1875713.0,6.1,6.0,0.687,12.6,35.8
369.0,24,5.54,1.747,87.0,37,82.0,9.84,87.0,3.2,15.574,7423289.0,8.2,8.3,0.286,5.6,14.1
21.0,30,0.32,44.121,62.0,37,69.0,5.61,74.0,0.1,1391.817,2631669.0,5.4,5.2,0.603,9.8,51.9
41.0,64,9.65,6.003,73.0,87,45.0,9.76,73.0,3.2,41.859,359487.0,6.3,6.3,0.442,10.3,15.2
61.0,1,9.87,1109.855,91.0,1,91.0,9.36,91.0,0.1,8787.614,17153357.0,0.6,0.6,0.933,18.6,65.5
145.0,20,0.36,148.512,81.0,23,86.0,3.73,86.0,0.1,1774.337,3199546.0,6.3,6.2,0.653,11.1,46.1
344.0,14,1.37,0.676,24.0,22,72.0,5.55,82.0,3.2,42.765,5997385.0,7.9,7.8,0.443,10.6,19.8
119.0,1,6.76,24.731,94.0,1,94.0,8.17,94.0,0.1,962.312,335824.0,1.6,1.5,0.77,15.7,6.1
135.0,64,0.01,52.83,96.0,87,96.0,2.88,96.0,0.1,951.889,17153357.0,16.1,16.7,0.565,10.0,17.0
58.0,1,0.01,42.988,96.0,1,97.0,9.3,97.0,0.1,296.472,4648882.0,0.6,0.5,0.877,17.6,66.0
151.0,14,4.27,356.939,92.0,18,81.0,4.56,86.0,0.4,2448.144,17153357.0,1.3,1.3,0.685,12.8,48.1
279.0,56,0.11,20.861,71.0,87,45.0,6.61,45.0,1.6,232.566,1312712.0,12.1,12.0,0.27,4.4,15.0
14.0,3,1.37,379.514,97.0,4,98.0,5.57,98.0,0.1,3194.562,112482.0,6.4,6.3,0.683,13.9,52.2
185.0,0,7.82,21.465,99.0,0,99.0,3.91,99.0,0.1,1192.517,82858.0,6.0,6.4,0.712,12.1,3.1
85.0,0,10.98,1109.855,94.0,1,99.0,9.17,98.0,0.1,8787.614,1547958.0,0.8,0.8,0.865,15.7,6.6
37.0,5,3.1,22.098,18.0,8,73.0,5.72,68.0,3.2,424.953,138838.0,9.2,9.0,0.27,8.0,2.1
338.0,23,4.05,2.03,94.0,34,96.0,6.96,94.0,2.4,24.945,848931.0,7.8,7.8,0.336,8.6,15.7
62.0,1,9.05,1109.855,18.0,1,97.0,11.1,97.0,0.1,8787.614,16754962.0,1.0,0.9,0.921,18.1,6.5
325.0,64,0.01,90.761,78.0,87,82.0,7.47,78.0,3.2,662.492,17153357.0,5.7,5.7,0.478,10.0,17.6
214.0,6,6.82,235.357,95.0,7,98.0,4.32,99.0,0.1,8787.614,16791425.0,2.4,2.5,0.774,14.7,5.6
28.0,64,1.37,34.859,18.0,87,66.0,4.25,65.0,0.3,792.26,17153357.0,16.1,16.7,0.536,9.7,13.9
74.0,2,8.3,1109.855,18.0,2,45.0,9.83,94.0,0.1,8787.614,17153357.0,0.5,0.4,0.894,15.8,62.5
211.0,0,11.48,7.806,18.0,0,94.0,4.84,94.0,0.1,538.348,137935.0,2.3,2.4,0.791,15.4,54.6
131.0,3,0.49,65.567,96.0,4,96.0,3.99,96.0,0.1,971.357,17153357.0,8.2,8.0,0.764,12.8,35.3
241.0,6,2.58,0.359,98.0,8,98.0,2.16,98.0,0.1,26.371,487137.0,3.3,3.3,0.27,10.4,42.0
88.0,0,1.62,659.85,98.0,0,98.0,7.37,98.0,0.1,4428.523,333.0,14.3,14.5,0.622,12.0,18.7
267.0,5,7.99,29.382,96.0,6,99.0,6.39,98.0,0.8,233.188,4678775.0,2.6,2.7,0.716,14.7,56.8
178.0,23,0.24,84.623,82.0,30,83.0,6.43,82.0,0.2,592.184,2723137.0,16.1,16.7,0.515,11.1,16.4
142.0,0,1.24,471.831,82.0,0,84.0,4.59,82.0,0.1,3547.6,14137.0,0.1,0.1,0.707,14.4,72.7
14.0,0,12.19,1109.855,97.0,0,96.0,7.8,96.0,0.1,8787.614,428622.0,1.6,1.5,0.808,14.5,61.3
364.0,46,0.5,43.573,39.0,80,45.0,2.95,45.0,3.2,896.57,1188722.0,9.4,9.3,0.36,6.7,17.1
382.0,56,5.9,68.707,84.0,87,82.0,5.18,84.0,3.2,1233.524,18978.0,6.4,6.5,0.466,8.8,24.9
63.0,0,7.38,335.518,86.0,0,73.0,8.33,73.0,0.1,2675.583,412477.0,0.8,0.7,0.815,14.4,67.1
193.0,12,0.6,10.681,39.0,15,84.0,4.48,85.0,0.3,189.388,6447688.0,4.0,4.0,0.543,9.8,32.1
147.0,0,1.08,4.784,84.0,0,86.0,4.67,84.0,0.1,37.847,1364.0,0.1,0.1,0.703,14.5,72.1
7.0,0,11.72,1109.855,95.0,0,95.0,8.15,95.0,0.1,8787.614,4576794.0,0.3,0.2,0.909,18.5,59.7
464.0,30,3.8,38.001,63.0,46,65.0,1.68,64.0,2.2,322.313,5848692.0,9.1,9.1,0.348,8.0,19.7
118.0,4,0.59,668.745,98.0,4,98.0,9.54,98.0,0.1,3492.14,6821116.0,3.8,3.8,0.742,13.6,6.9
17.0,4,1.34,321.769,92.0,4,95.0,5.36,95.0,0.1,2761.969,9939678.0,6.4,6.3,0.667,13.5,5.6
113.0,4,0.41,63.878,98.0,4,98.0,7.45,98.0,0.1,466.948,88936.0,3.9,3.9,0.737,13.1,64.8
118.0,0,5.77,339.719,95.0,0,95.0,8.74,95.0,0.1,1592.682,3396777.0,1.5,1.5,0.784,15.5,62.3
23.0,7,0.03,8.595,42.0,11,58.0,5.26,51.0,1.1,477.476,279359.0,1.9,1.7,0.443,6.4,21.1
364.0,48,0.01,63.079,89.0,73,88.0,4.29,89.0,3.2,1365.344,17153357.0,5.8,5.8,0.501,10.4,27.8
284.0,58,0.1,13.358,71.0,87,45.0,6.1,45.0,1.5,158.456,11352973.0,12.8,12.9,0.27,4.4,13.6
195.0,15,2.13,48.354,92.0,17,95.0,6.36,94.0,0.6,738.233,14928.0,11.1,11.4,0.52,10.5,15.9
26.0,16,7.92,63.787,97.0,23,93.0,7.91,97.0,2.3,563.491,1246842.0,6.5,6.3,0.454,10.0,18.3
192.0,16,5.93,27.638,95.0,19,97.0,3.7,96.0,0.7,296.546,6473164.0,9.2,9.5,0.657,11.5,2.2
69.0,0,6.9,1109.855,42.0,0,99.0,9.31,99.0,0.1,8787.614,8958229.0,1.3,1.3,0.882,15.9,54.4
95.0,0,11.28,507.306,64.0,1,96.0,9.3,95.0,0.1,3743.957,1376133.0,0.8,0.8,0.878,18.6,59.4
3.0,64,0.01,16.887,64.0,87,45.0,7.76,45.0,0.1,187.846,17153357.0,16.1,2.2,0.341,6.2,13.0
177.0,0,6.58,670.092,95.0,0,95.0,5.79,95.0,0.2,4852.224,351694.0,3.4,3.4,0.705,12.8,5.1
79.0,2,11.22,1109.855,88.0,3,95.0,11.4,96.0,0.1,8787.614,819237.0,1.1,1.1,0.906,16.7,59.5
139.0,1,10.99,851.451,95.0,1,95.0,7.11,95.0,0.1,7378.255,735888.0,1.9,1.9,0.778,14.3,63.9
198.0,14,0.37,8.943,39.0,17,86.0,4.64,83.0,0.3,138.437,621625.0,4.2,4.1,0.529,9.6,31.3
127.0,1,6.87,1092.155,85.0,2,85.0,7.56,85.0,0.1,7429.628,3579385.0,2.0,1.9,0.755,12.8,53.4
73.0,0,7.53,1109.855,96.0,0,99.0,8.8,99.0,0.1,8787.614,1892413.0,0.8,0.7,0.862,17.2,66.0
138.0,1,12.03,153.14,95.0,1,88.0,8.44,88.0,0.1,7853.335,7223938.0,1.9,1.9,0.787,14.8,65.1
161.0,0,3.24,582.514,97.0,0,96.0,4.24,97.0,0.1,6574.654,123963.0,7.5,7.4,0.72,13.5,29.1
152.0,64,0.01,42.33,86.0,87,95.0,2.8,94.0,0.1,494.515,1453684.0,16.1,2.3,0.506,8.4,13.0
189.0,0,6.12,1109.855,95.0,0,95.0,5.31,95.0,0.5,8787.614,1296934.0,6.3,6.7,0.745,12.3,37.6
336.0,3,4.46,14.955,18.0,4,45.0,2.73,45.0,1.9,172.685,614323.0,1.7,1.6,0.27,4.4,18.3
24.0,0,0.01,147.455,94.0,0,92.0,1.37,94.0,0.1,1763.815,16613.0,0.1,0.1,0.581,11.9,76.2
139.0,0,2.15,558.721,58.0,0,45.0,5.8,65.0,0.1,3942.983,187665.0,0.2,0.1,0.693,12.9,72.9
165.0,2,0.09,36.199,72.0,3,78.0,1.2,72.0,0.1,757.311,19221.0,11.6,11.6,0.599,12.1,15.1
221.0,8,0.01,55.798,68.0,12,68.0,3.21,68.0,1.3,944.135,322653.0,9.6,9.4,0.466,7.2,24.8
491.0,7,0.83,0.736,86.0,10,82.0,4.43,81.0,1.9,28.197,339281.0,1.2,1.1,0.27,4.4,12.6
155.0,64,0.01,38.055,45.0,87,94.0,2.68,93.0,0.1,484.155,14343111.0,16.1,2.5,0.499,8.2,12.5
73.0,0,6.6,1109.855,42.0,0,99.0,8.86,99.0,0.1,8787.614,889596.0,1.3,1.3,0.877,15.9,53.4
213.0,3,2.77,440.603,89.0,3,89.0,7.19,89.0,0.2,2835.281,628961.0,1.9,1.8,0.644,12.7,49.4
12.0,0,4.56,45.714,93.0,0,95.0,8.5,93.0,0.1,2968.412,378153.0,2.9,2.9,0.27,12.5,5.5
36.0,5,3.22,21.534,18.0,8,74.0,5.87,71.0,3.2,418.945,1412669.0,8.9,8.8,0.388,8.3,2.7
181.0,64,0.09,22.848,85.0,87,86.0,2.93,85.0,0.3,362.664,17153357.0,1.5,1.3,0.677,12.9,25.6
491.0,3,7.19,25.217,83.0,4,87.0,5.26,84.0,3.2,1637.457,161468.0,9.4,9.6,0.516,9.4,25.9
126.0,1,9.38,742.511,97.0,1,93.0,9.89,91.0,0.1,5659.382,719977.0,2.1,2.1,0.767,14.0,58.3
98.0,64,3.28,29.743,91.0,87,94.0,4.52,93.0,0.1,299.23,13112.0,4.8,4.3,0.646,11.0,24.9
273.0,23,1.43,30.911,18.0,29,54.0,5.95,54.0,2.1,339.677,12634729.0,11.6,11.8,0.427,8.2,12.8
283.0,44,1.16,35.661,51.0,68,58.0,5.8,57.0,0.6,245.94,1576686.0,8.7,8.6,0.27,8.0,13.9
386.0,25,6.61,9.697,83.0,41,71.0,4.98,45.0,3.2,135.998,6476.0,9.0,8.9,0.27,4.5,12.8
155.0,26,0.46,71.116,84.0,30,93.0,4.44,96.0,0.1,1336.775,17153357.0,6.7,6.5,0.53,8.5,45.7
242.0,23,0.33,96.037,84.0,40,84.0,5.35,84.0,0.7,773.87,11251266.0,11.4,11.3,0.415,6.4,19.5
65.0,0,11.12,1109.855,94.0,0,99.0,6.94,99.0,0.1,8787.614,556319.0,1.0,0.9,0.892,13.9,6.9
11.0,4,1.19,257.288,94.0,5,98.0,5.29,98.0,0.1,2254.933,978571.0,6.5,6.4,0.654,13.1,48.9
328.0,37,0.17,2.216,57.0,60,47.0,3.46,46.0,3.0,34.517,888546.0,1.3,1.3,0.316,4.8,16.6
188.0,0,1.1,29.521,18.0,0,94.0,7.47,45.0,0.1,1272.448,52779.0,1.2,1.2,0.492,9.3,46.4
283.0,25,1.12,7.493,82.0,39,82.0,4.55,82.0,2.0,76.535,8454791.0,8.3,8.2,0.438,8.9,21.5
272.0,1,0.09,35.029,28.0,2,45.0,3.56,45.0,0.1,375.853,542357.0,7.9,7.9,0.27,8.2,17.3
218.0,0,0.01,5.348,18.0,0,93.0,5.28,93.0,0.1,47.328,1396985.0,2.5,2.5,0.764,14.4,54.0
214.0,7,5.16,182.616,82.0,8,66.0,4.28,79.0,2.1,2421.966,912998.0,3.6,3.5,0.666,12.5,47.2
83.0,3,11.8,683.919,74.0,3,99.0,11.33,99.0,0.1,4381.288,17153357.0,0.6,0.6,0.882,16.1,6.6
67.0,0,6.41,1109.855,85.0,0,94.0,8.83,92.0,0.1,8787.614,43834.0,0.7,0.7,0.805,14.8,65.0
26.0,3,0.36,7.127,79.0,3,55.0,1.5,55.0,0.1,478.332,126484.0,12.0,11.9,0.492,10.6,13.5
61.0,2,7.25,1109.855,96.0,2,96.0,9.41,96.0,0.1,8787.614,5995365.0,0.5,0.5,0.868,16.3,6.5
272.0,64,0.01,78.184,67.0,87,67.0,8.52,67.0,0.1,669.959,3696958.0,16.1,16.7,0.463,9.8,17.6
251.0,26,0.34,6.064,54.0,49,49.0,4.98,52.0,0.6,481.287,1134497.0,12.1,12.1,0.381,5.4,17.9
127.0,9,0.92,116.259,83.0,10,83.0,4.11,45.0,0.1,1577.457,17153357.0,6.5,6.3,0.624,11.0,47.6
124.0,0,13.39,11.636,95.0,0,95.0,6.19,95.0,0.1,653.716,444.0,2.0,2.0,0.759,12.6,55.8
216.0,17,2.03,51.504,18.0,21,45.0,4.48,45.0,1.1,539.879,13474489.0,11.4,11.6,0.483,10.1,14.3
279.0,64,0.01,79.679,66.0,87,66.0,9.2,66.0,0.1,553.329,2883167.0,16.1,16.7,0.448,9.2,16.7
16.0,0,5.16,8.24,94.0,0,95.0,8.37,95.0,0.1,418.292,3774.0,2.8,2.8,0.703,12.9,51.5
334.0,3,7.13,309.783,18.0,4,46.0,2.23,45.0,3.2,3577.176,694611.0,1.2,1.1,0.554,8.4,19.5
113.0,0,3.85,143.295,36.0,0,92.0,7.16,91.0,0.1,1524.412,3771284.0,3.2,3.2,0.27,11.6,48.2
14.0,19,0.45,220.394,81.0,23,86.0,3.54,86.0,0.1,2598.982,3283196.0,6.2,6.1,0.673,11.7,47.9
338.0,3,8.34,1109.855,18.0,4,55.0,2.31,45.0,3.2,8787.614,868418.0,9.3,9.3,0.592,9.1,21.3
491.0,2,5.48,306.953,87.0,4,97.0,5.73,97.0,3.2,3128.978,1754935.0,11.8,11.8,0.56,11.8,3.5
81.0,0,1.76,1077.712,98.0,0,98.0,9.3,98.0,0.1,5828.621,362.0,14.2,14.3,0.641,11.8,2.3
147.0,64,0.01,42.489,96.0,87,96.0,2.85,96.0,0.1,615.778,14885814.0,16.1,16.7,0.52,8.6,14.0
163.0,0,2.95,0.108,99.0,0,99.0,5.29,99.0,0.2,8.376,1254.0,7.2,7.2,0.74,14.0,3.7
183.0,10,0.38,2.626,88.0,12,76.0,5.7,83.0,0.3,44.287,7557.0,3.8,3.9,0.579,10.7,34.1
26.0,20,0.32,1.431,92.0,31,89.0,4.42,92.0,0.4,18.253,13391.0,1.2,1.1,0.455,7.9,22.2
131.0,1,9.85,820.811,93.0,1,97.0,9.9,95.0,0.1,5821.354,73287.0,2.3,2.3,0.754,13.6,56.4
6.0,1,2.78,1109.855,97.0,1,94.0,7.73,94.0,0.1,8787.614,7915.0,1.2,1.1,0.889,15.9,63.8
16.0,1,3.58,1109.855,89.0,1,93.0,9.66,88.0,0.1,8199.415,454528.0,1.8,1.8,0.749,13.3,55.5
57.0,2,7.56,1109.855,95.0,2,95.0,9.25,95.0,0.1,8787.614,678914.0,0.6,0.6,0.877,16.3,63.1
85.0,0,11.98,1109.855,95.0,0,99.0,7.75,99.0,0.1,8787.614,472637.0,0.9,0.9,0.88,13.5,57.5
175.0,0,3.43,199.412,89.0,0,83.0,5.16,85.0,0.1,1555.475,175566.0,0.2,0.2,0.645,12.0,66.5
37.0,60,0.47,23.945,79.0,87,53.0,6.29,45.0,2.5,269.348,196769.0,11.0,1.9,0.291,4.4,15.6
157.0,0,1.35,330.101,91.0,0,91.0,5.66,89.0,0.1,1837.977,98611.0,0.1,0.1,0.674,13.2,66.2
39.0,64,1.06,30.465,47.0,87,61.0,4.69,45.0,2.8,243.327,8149.0,11.3,11.0,0.362,7.1,14.5
153.0,9,6.5,788.687,99.0,10,99.0,4.0,99.0,0.1,6171.262,6814365.0,7.9,7.9,0.733,13.6,31.3
176.0,0,1.24,171.137,66.0,0,67.0,3.52,45.0,0.1,1353.935,193956.0,1.7,1.6,0.27,10.2,42.6
263.0,40,1.64,225.222,91.0,58,91.0,4.81,91.0,1.3,1574.979,17153357.0,6.9,6.8,0.554,10.9,26.1
266.0,2,0.24,69.968,68.0,2,67.0,4.32,68.0,0.1,621.934,611627.0,7.5,7.4,0.434,9.7,19.2
15.0,3,1.36,379.766,96.0,4,97.0,5.63,97.0,0.1,3112.835,11761.0,6.4,6.3,0.673,13.6,51.4
37.0,46,0.47,4.983,24.0,80,45.0,3.31,45.0,3.2,84.456,1152786.0,9.6,9.5,0.343,6.3,16.7
121.0,25,1.39,22.673,92.0,29,96.0,6.7,96.0,0.1,185.69,74432.0,5.0,4.8,0.705,12.5,6.2
126.0,42,4.93,998.35,98.0,49,98.0,6.4,98.0,0.1,7986.798,17153357.0,1.8,1.7,0.719,12.2,56.4
183.0,11,0.01,8.758,83.0,13,66.0,5.93,83.0,0.2,128.42,1522692.0,11.0,11.1,0.546,10.8,18.2
96.0,1,3.42,386.138,94.0,1,95.0,9.47,95.0,0.1,1569.666,47641.0,1.7,1.7,0.762,13.7,58.5
161.0,3,5.61,26.181,92.0,4,98.0,6.43,98.0,0.2,189.715,5882796.0,2.2,2.2,0.648,12.1,43.5
199.0,16,2.24,53.1,91.0,18,91.0,5.55,91.0,0.7,745.788,138859.0,11.2,11.4,0.511,10.5,15.3
323.0,49,4.54,56.961,76.0,87,83.0,6.45,79.0,2.5,371.324,133569.0,1.5,1.1,0.27,4.4,13.7
24.0,0,13.4,1109.855,96.0,0,95.0,6.22,95.0,0.1,8787.614,3231294.0,2.9,3.0,0.812,16.4,59.0
158.0,0,3.03,918.807,98.0,0,98.0,5.2,98.0,0.1,8787.614,125244.0,7.1,7.1,0.748,14.1,31.3
158.0,2,10.4,14.964,95.0,3,95.0,5.56,95.0,0.1,822.183,2367487.0,3.0,3.3,0.795,15.4,56.3
148.0,16,4.26,42.18,89.0,19,89.0,5.37,89.0,0.1,274.249,17153357.0,2.4,2.2,0.658,11.3,49.8
34.0,7,1.07,5.065,96.0,9,96.0,2.97,96.0,1.6,276.759,39697.0,9.4,9.5,0.27,5.4,13.9
26.0,0,1.95,81.047,99.0,0,99.0,3.68,99.0,0.1,4177.658,84334.0,4.0,3.7,0.7,14.3,57.3
145.0,0,0.91,471.863,62.0,0,66.0,4.71,65.0,0.1,2965.824,236295.0,1.5,1.4,0.59,10.8,49.1
58.0,17,1.47,31.594,42.0,25,45.0,4.16,45.0,3.2,253.768,397612.0,1.2,1.2,0.315,5.4,17.2
165.0,64,0.04,59.659,72.0,87,72.0,2.76,72.0,0.1,1261.29,17153357.0,16.1,2.2,0.529,7.6,23.2
258.0,9,0.01,45.049,76.0,11,75.0,9.25,76.0,1.1,454.122,4286291.0,6.8,6.7,0.419,9.8,26.1
28.0,8,0.01,8.88,18.0,12,45.0,3.63,45.0,1.1,145.578,394617.0,8.1,7.9,0.501,8.2,29.4
186.0,27,1.47,24.994,62.0,32,99.0,5.44,99.0,0.2,383.349,2527185.0,3.3,3.3,0.6,11.0,35.9
199.0,0,11.84,253.402,93.0,0,94.0,6.63,94.0,0.1,8787.614,2177322.0,2.3,2.4,0.819,16.3,58.1
11.0,0,3.84,151.14,36.0,0,86.0,7.1,45.0,0.1,1761.538,377587.0,3.1,3.1,0.27,11.9,48.8
145.0,0,1.1,569.626,84.0,0,88.0,5.13,86.0,0.1,3392.647,135.0,0.1,0.1,0.698,14.5,71.5
219.0,63,4.08,121.363,77.0,82,88.0,3.95,88.0,0.1,1391.772,8789419.0,1.0,9.7,0.646,11.5,2.6
6.0,1,8.68,1109.855,51.0,1,97.0,11.4,97.0,0.1,8787.614,1684432.0,1.0,0.9,0.922,18.1,61.0
12.0,3,1.37,53.085,99.0,3,99.0,5.63,99.0,0.1,431.933,147336.0,6.3,6.3,0.701,14.3,54.7
127.0,11,7.75,961.177,84.0,12,92.0,6.68,91.0,0.1,5878.761,3955889.0,1.1,0.9,0.782,16.1,57.5
9.0,2,7.39,209.488,92.0,2,95.0,6.35,96.0,0.1,1526.877,16491687.0,0.9,0.9,0.797,14.8,58.7
274.0,64,1.17,53.774,56.0,87,65.0,4.41,58.0,2.0,379.757,17153357.0,11.1,1.8,0.393,8.1,15.3
15.0,1,5.16,26.993,98.0,1,97.0,6.12,98.0,0.1,279.143,311487.0,1.8,1.8,0.685,10.8,49.9
273.0,1,0.52,19.157,95.0,1,96.0,4.9,95.0,0.2,997.742,623434.0,16.1,16.7,0.27,8.4,15.5
397.0,26,6.75,31.936,89.0,42,89.0,6.24,89.0,3.2,236.911,8818438.0,6.9,7.1,0.371,8.2,14.9
173.0,64,0.01,3.696,18.0,87,83.0,2.33,82.0,0.1,45.634,17153357.0,2.9,16.7,0.459,7.3,1.4
218.0,4,2.79,353.669,99.0,5,98.0,8.17,99.0,0.4,2238.412,5867626.0,2.1,2.0,0.607,11.3,45.3
213.0,30,0.07,0.0,63.0,37,73.0,4.36,75.0,0.1,1391.817,17153357.0,5.5,5.2,0.616,9.4,51.3
134.0,3,0.42,365.911,95.0,4,95.0,3.65,95.0,0.1,6222.983,17153357.0,8.8,8.6,0.732,12.7,31.6
39.0,14,4.46,12.197,64.0,20,56.0,5.91,46.0,3.1,183.415,2884522.0,9.2,9.2,0.338,8.7,2.2
141.0,1,2.86,53.194,69.0,1,97.0,5.94,94.0,0.1,694.435,35655.0,2.1,2.1,0.644,11.1,47.4
345.0,15,1.37,6.226,24.0,22,85.0,5.56,84.0,3.2,377.336,5837792.0,8.1,8.0,0.436,10.2,19.3
27.0,40,4.64,88.97,88.0,66,89.0,5.91,88.0,0.7,699.453,1772723.0,8.4,7.9,0.392,7.5,18.2
238.0,46,0.08,17.912,18.0,62,74.0,5.43,74.0,0.1,231.426,2374911.0,16.1,16.7,0.439,8.9,11.4
134.0,12,4.22,448.767,94.0,15,94.0,4.47,94.0,0.4,3171.499,17153357.0,1.2,1.2,0.693,13.0,49.5
333.0,14,4.4,16.721,64.0,20,54.0,6.41,45.0,3.1,174.182,2991132.0,9.0,9.0,0.386,10.5,2.4
355.0,15,1.01,3.99,24.0,22,71.0,5.6,71.0,3.2,349.994,5534598.0,8.6,8.5,0.432,10.0,18.4
125.0,1,6.13,221.483,91.0,1,91.0,7.42,91.0,0.1,4429.658,3727.0,2.7,2.8,0.759,13.5,55.3
283.0,57,0.11,1.818,71.0,87,45.0,7.1,45.0,1.6,165.257,11771976.0,12.7,12.7,0.27,4.4,13.9
129.0,30,1.29,832.955,85.0,36,45.0,5.45,45.0,0.1,7384.355,679346.0,5.0,4.9,0.681,11.9,57.6
162.0,64,0.01,62.294,72.0,87,72.0,2.61,72.0,0.1,1316.99,17153357.0,16.1,16.7,0.542,7.8,24.7
183.0,19,2.83,140.691,99.0,22,99.0,5.65,99.0,0.1,1564.967,293394.0,3.0,3.1,0.664,12.0,41.4
135.0,35,1.42,459.111,68.0,43,69.0,5.34,68.0,0.1,4718.513,668583.0,5.1,5.0,0.668,11.9,55.9
189.0,7,6.43,4.674,63.0,8,74.0,5.79,82.0,2.4,38.466,8832285.0,3.7,3.6,0.66,12.3,45.1
271.0,41,4.75,78.77,18.0,68,45.0,5.33,45.0,0.8,673.823,16571216.0,8.6,8.1,0.384,7.2,17.7
176.0,7,6.58,44.792,68.0,9,71.0,5.9,78.0,2.5,282.424,8562622.0,3.8,3.7,0.651,12.2,43.1
183.0,25,0.22,6.194,89.0,32,93.0,6.41,89.0,0.2,48.73,2674113.0,16.1,16.7,0.502,10.5,15.9
477.0,17,1.52,67.341,42.0,25,46.0,4.3,45.0,3.2,456.861,4345386.0,9.3,9.2,0.338,6.3,19.4
17.0,16,1.45,181.908,96.0,19,96.0,5.41,96.0,0.1,8787.614,773628.0,4.9,4.7,0.759,14.5,65.3
128.0,1,9.65,774.44,89.0,1,91.0,1.9,91.0,0.1,5411.877,7291436.0,2.2,2.3,0.755,13.6,57.0
291.0,2,9.02,545.439,75.0,3,78.0,2.86,81.0,3.2,8352.817,1489193.0,6.9,6.8,0.645,12.4,31.9
268.0,64,0.01,73.219,64.0,87,62.0,8.13,64.0,0.1,631.745,17153357.0,16.1,16.7,0.47,9.9,18.1
281.0,64,0.01,56.762,63.0,87,63.0,9.42,63.0,0.1,445.893,284331.0,16.1,16.7,0.434,8.9,16.2
227.0,1,0.01,241.196,98.0,1,98.0,4.21,98.0,0.1,4385.379,286917.0,2.2,2.3,0.72,14.7,5.4
152.0,0,3.81,150.743,18.0,0,91.0,5.19,45.0,0.8,1268.885,443716.0,9.4,9.3,0.562,11.0,22.1
194.0,4,3.81,36.816,79.0,4,45.0,6.13,79.0,0.3,191.552,53973.0,2.1,2.0,0.587,11.0,45.7
225.0,0,6.54,86.427,43.0,0,94.0,11.12,94.0,1.6,649.342,148372.0,7.4,7.4,0.504,9.7,22.2
28.0,41,1.25,3.181,94.0,61,94.0,5.3,94.0,2.6,19.687,227212.0,7.7,7.6,0.519,9.1,23.6
56.0,17,1.54,46.901,42.0,26,47.0,3.99,51.0,3.2,347.674,421758.0,9.6,9.6,0.323,6.0,18.6
314.0,28,0.01,196.668,86.0,41,78.0,4.99,86.0,3.2,1738.882,1562974.0,6.3,6.2,0.57,12.5,22.8
89.0,0,4.03,732.866,89.0,0,86.0,9.57,86.0,0.1,5193.949,35662.0,2.4,2.4,0.742,14.2,55.3
165.0,3,6.2,20.601,18.0,4,92.0,5.78,92.0,0.2,148.528,57374.0,2.3,2.2,0.639,12.1,42.0
15.0,1,3.73,104.517,96.0,1,98.0,6.3,98.0,0.1,1453.643,3511.0,2.0,2.1,0.67,10.7,46.9
152.0,3,5.65,359.976,89.0,3,85.0,9.1,89.0,0.1,3225.592,629877.0,2.1,2.0,0.664,12.4,46.4
197.0,2,2.37,549.278,89.0,2,45.0,6.81,89.0,0.3,3736.587,619256.0,1.7,1.6,0.666,13.0,53.4
185.0,0,6.41,1109.855,18.0,0,91.0,4.4,45.0,0.3,8787.614,1315372.0,6.1,6.4,0.767,12.4,4.2
9.0,0,11.84,1109.855,95.0,0,99.0,7.95,99.0,0.1,8289.696,465158.0,1.0,0.9,0.874,13.5,57.0
126.0,1,6.18,110.114,84.0,1,89.0,8.39,88.0,0.1,1872.684,4136.0,2.7,2.9,0.714,12.6,49.2
122.0,0,5.07,4.409,18.0,0,45.0,4.6,45.0,0.3,367.429,5867.0,7.3,7.2,0.632,13.1,28.2
289.0,4,3.57,40.454,86.0,7,85.0,5.46,86.0,3.2,692.7,1596154.0,7.8,7.7,0.41,9.0,23.7
198.0,12,2.14,445.442,92.0,15,92.0,6.79,92.0,0.4,2635.753,1431628.0,1.3,1.3,0.596,10.4,46.5
226.0,0,5.8,50.802,43.0,0,92.0,1.21,92.0,1.4,555.819,144889.0,7.6,7.6,0.501,9.6,21.7
177.0,11,0.38,2.094,81.0,13,82.0,5.7,86.0,0.3,39.282,6712841.0,3.9,3.9,0.563,10.5,33.0
37.0,2,7.72,353.244,28.0,3,45.0,2.76,45.0,3.2,6741.294,143126.0,7.2,7.1,0.64,12.4,3.8
287.0,64,0.03,25.874,64.0,87,64.0,8.33,64.0,0.1,373.361,2729431.0,16.1,16.7,0.433,8.7,15.7
