Country,Year,Status,Life_Expectancy,Adult_Mortality,Infant_Deaths,Alcohol,Percentage_Exp,HepatitisB,BMI,Under_Five_Deaths,Polio,Tot_Exp,Diphtheria,HIV/AIDS,GDP,Population,thinness_1to19_years,thinness_5to9_years,Income_Comp_Of_Resources,Schooling,winsorized_Life_Expectancy,winsorized_Adult_Mortality,winsorized_Infant_Deaths,winsorized_Alcohol,winsorized_Percentage_Exp,winsorized_HepatitisB,winsorized_Under_Five_Deaths,winsorized_Polio,winsorized_Tot_Exp,winsorized_Diphtheria,winsorized_HIV,winsorized_GDP,winsorized_Population,winsorized_thinness_1to19_years,winsorized_thinness_5to9_years,winsorized_Income_Comp_Of_Resources,winsorized_Schooling,Economic_health_index,Health_expenditure_ratio,Mortality_rate_ratio
India,2001,Developing,62.9,222.0,1800,1.0,19.003,6.0,11.8,2400,58.0,4.5,59.0,0.3,447.139,171477855.0,27.5,28.5,0.494,8.3,62.9,222.0,64,1.0,19.003,18.0,87,58.0,4.5,59.0,0.3,447.139,17153357.0,16.1,16.7,0.494,8.3,4.1,0.01,2.552
India,2000,Developing,62.5,224.0,1800,0.93,19.266,6.0,11.4,2500,57.0,4.26,58.0,0.3,438.865,1535912.0,27.7,28.6,0.489,8.3,62.5,224.0,64,0.93,19.266,18.0,87,57.0,4.26,58.0,0.3,438.865,1535912.0,16.1,16.7,0.489,8.3,4.059,0.01,2.575
Indonesia,2014,Developing,68.9,179.0,119,0.09,200.068,78.0,26.5,142,8.0,2.85,78.0,0.3,3491.596,255131116.0,1.4,1.2,0.682,12.9,68.9,179.0,64,0.09,200.068,78.0,87,45.0,2.85,78.0,0.3,3491.596,17153357.0,1.4,1.2,0.682,12.9,8.798,0.001,2.057
Indonesia,2013,Developing,68.7,181.0,124,0.09,22.848,85.0,25.6,148,86.0,2.93,85.0,0.3,362.664,25232263.0,1.5,1.3,0.677,12.9,68.7,181.0,64,0.09,22.848,85.0,87,86.0,2.93,85.0,0.3,362.664,17153357.0,1.5,1.3,0.677,12.9,8.733,0.008,2.08
Indonesia,2012,Developing,68.5,183.0,129,0.08,254.469,83.0,24.7,154,84.0,2.9,83.0,0.3,3687.954,248883232.0,1.5,1.4,0.669,12.6,68.5,183.0,64,0.08,254.469,83.0,87,84.0,2.9,83.0,0.3,3687.954,17153357.0,1.5,1.4,0.669,12.6,8.429,0.001,2.103
Indonesia,2011,Developing,68.3,185.0,134,0.08,211.878,81.0,23.8,161,81.0,2.71,81.0,0.3,3634.277,24577511.0,1.6,1.5,0.662,12.3,68.3,185.0,64,0.08,211.878,81.0,87,81.0,2.71,81.0,0.3,3634.277,17153357.0,1.6,1.5,0.662,12.3,8.143,0.001,2.126
Indonesia,2010,Developing,68.1,187.0,138,0.08,190.545,83.0,22.9,167,82.0,2.74,81.0,0.3,3113.486,242524123.0,1.6,1.5,0.656,12.1,68.1,187.0,64,0.08,190.545,83.0,87,82.0,2.74,81.0,0.3,3113.486,17153357.0,1.6,1.5,0.656,12.1,7.938,0.001,2.149
Indonesia,2009,Developing,67.9,189.0,143,0.08,125.798,82.0,22.1,174,85.0,2.83,78.0,0.3,2254.446,23934478.0,1.7,1.6,0.645,11.7,67.9,189.0,64,0.08,125.798,82.0,87,85.0,2.83,78.0,0.3,2254.446,17153357.0,1.7,1.6,0.645,11.7,7.546,0.001,2.172
Indonesia,2008,Developing,67.7,189.0,149,0.07,10.263,82.0,21.3,181,83.0,2.81,77.0,0.2,216.528,236159276.0,1.7,1.7,0.641,11.7,67.7,189.0,64,0.07,10.263,82.0,87,83.0,2.81,77.0,0.2,216.528,17153357.0,1.7,1.7,0.641,11.7,7.5,0.013,2.172
Indonesia,2007,Developing,67.5,19.0,154,0.06,102.633,76.0,2.5,188,77.0,3.1,73.0,0.2,1855.939,232989141.0,1.8,1.7,0.638,11.0,67.5,19.0,64,0.06,102.633,76.0,87,77.0,3.1,73.0,0.2,1855.939,17153357.0,1.8,1.7,0.638,11.0,7.018,0.002,0.218
Indonesia,2006,Developing,67.3,191.0,159,0.06,72.016,66.0,19.7,194,78.0,2.91,72.0,0.1,1586.254,22983822.0,1.8,1.8,0.632,10.9,67.3,191.0,64,0.06,72.016,66.0,87,78.0,2.91,72.0,0.1,1586.254,17153357.0,1.8,1.8,0.632,10.9,6.889,0.002,2.195
Indonesia,2005,Developing,67.2,19.0,163,0.06,5.382,65.0,19.0,201,79.0,2.79,72.0,0.1,126.929,22671273.0,1.9,1.9,0.629,11.1,67.2,19.0,64,0.06,5.382,65.0,87,79.0,2.79,72.0,0.1,126.929,17153357.0,1.9,1.9,0.629,11.1,6.982,0.022,0.218
Indonesia,2004,Developing,65.3,213.0,174,0.06,55.361,64.0,18.2,237,79.0,2.37,71.0,0.1,1148.57,223614649.0,1.9,1.9,0.624,11.0,65.3,213.0,64,0.06,55.361,64.0,87,79.0,2.37,71.0,0.1,1148.57,17153357.0,1.9,1.9,0.624,11.0,6.864,0.002,2.448
Indonesia,2003,Developing,66.9,189.0,173,0.05,8.46,64.0,17.5,215,8.0,2.53,71.0,0.1,164.594,22545214.0,1.9,11.0,0.613,10.8,66.9,189.0,64,0.05,8.46,64.0,87,45.0,2.53,71.0,0.1,164.594,17153357.0,1.9,11.0,0.613,10.8,6.62,0.015,2.172
Indonesia,2002,Developing,66.7,189.0,177,0.05,43.179,63.0,16.7,222,8.0,2.27,7.0,0.1,899.556,2175859.0,11.0,11.1,0.608,10.6,66.7,189.0,64,0.05,43.179,63.0,87,45.0,2.27,45.0,0.1,899.556,2175859.0,11.0,11.1,0.608,10.6,6.445,0.003,2.172
Indonesia,2001,Developing,66.5,188.0,182,0.06,33.958,62.0,16.0,229,77.0,2.23,76.0,0.1,747.982,2145652.0,11.0,11.1,0.604,10.6,66.5,188.0,64,0.06,33.958,62.0,87,77.0,2.23,76.0,0.1,747.982,2145652.0,11.0,11.1,0.604,10.6,6.402,0.003,2.161
Indonesia,2000,Developing,66.3,188.0,187,0.06,3.433,65.0,15.4,237,72.0,1.98,75.0,0.1,78.927,21154429.0,11.0,11.2,0.597,10.7,66.3,188.0,64,0.06,3.433,65.0,87,72.0,1.98,75.0,0.1,78.927,17153357.0,11.0,11.2,0.597,10.7,6.388,0.025,2.161
Iraq,2014,Developing,67.9,199.0,32,0.01,43.524,62.0,58.5,39,67.0,5.54,64.0,0.1,673.747,3568.0,5.3,5.1,0.658,10.1,67.9,199.0,32,0.01,43.524,62.0,39,67.0,5.54,64.0,0.1,673.747,3568.0,5.3,5.1,0.658,10.1,6.646,0.008,5.103
Iraq,2013,Developing,69.5,17.0,32,0.01,447.37,66.0,57.8,39,7.0,5.92,68.0,0.1,6925.224,33883145.0,5.3,5.1,0.659,10.3,69.5,17.0,32,0.01,447.37,66.0,39,45.0,5.92,68.0,0.1,6925.224,17153357.0,5.3,5.1,0.659,10.3,6.788,0.001,0.436
Iraq,2012,Developing,76.0,147.0,32,0.01,429.663,61.0,57.2,39,7.0,5.26,69.0,0.1,6651.122,32776571.0,5.3,5.1,0.656,10.5,76.0,147.0,32,0.01,429.663,61.0,39,45.0,5.26,69.0,0.1,6651.122,17153357.0,5.3,5.1,0.656,10.5,6.888,0.001,3.769
Iraq,2011,Developing,77.0,144.0,32,0.17,285.12,77.0,56.5,39,8.0,3.32,79.0,0.1,5854.614,3172753.0,5.3,5.1,0.649,10.4,77.0,144.0,32,0.17,285.12,77.0,39,45.0,3.32,79.0,0.1,5854.614,3172753.0,5.3,5.1,0.649,10.4,6.75,0.001,3.692
Iraq,2010,Developing,76.0,145.0,32,0.19,21.823,72.0,55.8,39,74.0,3.82,74.0,0.1,452.749,376271.0,5.3,5.1,0.646,10.4,76.0,145.0,32,0.19,21.823,72.0,39,74.0,3.82,74.0,0.1,452.749,376271.0,5.3,5.1,0.646,10.4,6.718,0.008,3.718
Iraq,2009,Developing,74.0,148.0,32,0.2,185.637,75.0,55.2,39,78.0,4.65,78.0,0.1,3735.145,29894652.0,5.4,5.1,0.643,10.3,74.0,148.0,32,0.2,185.637,75.0,39,78.0,4.65,78.0,0.1,3735.145,17153357.0,5.4,5.1,0.643,10.3,6.623,0.001,3.795
Iraq,2008,Developing,69.3,167.0,32,0.17,192.156,66.0,54.5,38,71.0,3.93,69.0,0.1,4521.325,29111417.0,5.4,5.1,0.638,10.3,69.3,167.0,32,0.17,192.156,66.0,38,71.0,3.93,69.0,0.1,4521.325,17153357.0,5.4,5.1,0.638,10.3,6.571,0.001,4.395
Iraq,2007,Developing,65.9,227.0,31,0.14,146.761,56.0,53.8,38,74.0,3.69,57.0,0.1,3129.225,2839433.0,5.4,5.1,0.636,10.2,65.9,227.0,31,0.14,146.761,56.0,38,74.0,3.69,57.0,0.1,3129.225,2839433.0,5.4,5.1,0.636,10.2,6.487,0.001,5.974
Iraq,2006,Developing,64.7,249.0,31,0.03,75.258,59.0,53.2,38,63.0,3.0,59.0,0.1,2351.812,27697912.0,5.4,5.1,0.631,10.2,64.7,249.0,31,0.03,75.258,59.0,38,63.0,3.0,59.0,0.1,2351.812,17153357.0,5.4,5.1,0.631,10.2,6.436,0.001,6.553
Iraq,2005,Developing,66.8,29.0,31,0.18,59.188,65.0,52.5,37,69.0,4.13,65.0,0.1,1849.639,278426.0,5.4,5.2,0.628,10.1,66.8,29.0,31,0.18,59.188,65.0,37,69.0,4.13,65.0,0.1,1849.639,278426.0,5.4,5.2,0.628,10.1,6.343,0.002,0.784
Iraq,2004,Developing,67.2,21.0,30,0.32,44.121,62.0,51.9,37,69.0,5.61,74.0,0.1,1391.817,2631669.0,5.4,5.2,0.603,9.8,67.2,21.0,30,0.32,44.121,62.0,37,69.0,5.61,74.0,0.1,1391.817,2631669.0,5.4,5.2,0.603,9.8,5.909,0.004,0.568
Iraq,2003,Developing,66.5,213.0,30,0.07,0.0,63.0,51.3,37,73.0,4.36,75.0,0.1,1391.817,25627626.0,5.5,5.2,0.616,9.4,66.5,213.0,30,0.07,0.0,63.0,37,73.0,4.36,75.0,0.1,1391.817,17153357.0,5.5,5.2,0.616,9.4,5.79,0.003,5.757
Iraq,2002,Developing,74.0,14.0,30,0.15,0.0,65.0,5.6,37,76.0,4.36,77.0,0.1,1391.817,24939299.0,5.5,5.3,0.614,9.1,74.0,14.0,30,0.15,0.0,65.0,37,76.0,4.36,77.0,0.1,1391.817,17153357.0,5.5,5.3,0.614,9.1,5.587,0.003,0.378
Iraq,2001,Developing,72.0,142.0,30,0.17,0.0,66.0,5.1,37,8.0,4.36,78.0,0.1,1391.817,24251649.0,5.6,5.3,0.607,8.7,72.0,142.0,30,0.17,0.0,66.0,37,45.0,4.36,78.0,0.1,1391.817,17153357.0,5.6,5.3,0.607,8.7,5.281,0.003,3.838
Ireland,2014,Developed,81.2,66.0,0,10.75,746.367,95.0,62.1,0,96.0,7.78,96.0,0.1,5553.326,4617225.0,0.3,0.2,0.91,18.6,81.2,66.0,0,10.75,746.367,95.0,0,96.0,7.78,96.0,0.1,5553.326,4617225.0,0.3,0.2,0.91,18.6,16.926,0.001,
Ireland,2013,Developed,81.0,67.0,0,10.49,703.553,95.0,61.3,0,96.0,8.1,96.0,0.1,5234.767,4598294.0,0.3,0.2,0.902,18.6,81.0,67.0,0,10.49,703.553,95.0,0,96.0,8.1,96.0,0.1,5234.767,4598294.0,0.3,0.2,0.902,18.6,16.777,0.002,
Ireland,2011,Developed,84.0,7.0,0,11.72,6386.954,95.0,59.7,0,95.0,8.15,95.0,0.1,52567.526,4576794.0,0.3,0.2,0.909,18.5,84.0,7.0,0,11.72,1109.855,95.0,0,95.0,8.15,95.0,0.1,8787.614,4576794.0,0.3,0.2,0.909,18.5,16.816,0.0,
Ireland,2010,Developed,86.0,68.0,0,11.88,4509.235,46.0,58.9,0,94.0,8.76,94.0,0.1,48538.588,456155.0,0.3,0.2,0.907,18.2,86.0,68.0,0,11.88,1109.855,46.0,0,94.0,8.76,94.0,0.1,8787.614,456155.0,0.3,0.2,0.907,18.2,16.507,0.0,
Ireland,2009,Developed,79.7,77.0,0,11.41,7620.823,46.0,58.2,0,94.0,9.53,94.0,0.1,51983.789,4535375.0,0.3,0.2,0.909,17.9,79.7,77.0,0,11.41,1109.855,46.0,0,94.0,9.53,94.0,0.1,8787.614,4535375.0,0.3,0.2,0.909,17.9,16.271,0.0,
Ireland,2008,Developed,79.8,75.0,0,12.66,9528.231,46.0,57.4,0,93.0,8.64,93.0,0.1,61235.415,4489544.0,0.3,0.2,0.908,17.9,79.8,75.0,0,12.66,1109.855,46.0,0,93.0,8.64,93.0,0.1,8787.614,4489544.0,0.3,0.2,0.908,17.9,16.253,0.0,
Ireland,2006,Developed,79.0,78.0,0,13.44,9126.931,46.0,55.8,0,91.0,7.22,91.0,0.1,54326.971,4273591.0,0.3,0.2,0.896,17.6,79.0,78.0,0,13.44,1109.855,46.0,0,91.0,7.22,91.0,0.1,8787.614,4273591.0,0.3,0.2,0.896,17.6,15.77,0.0,
Ireland,2005,Developed,78.7,78.0,0,13.31,973.681,46.0,55.1,0,9.0,7.27,9.0,0.1,5886.828,4159914.0,0.3,0.2,0.889,17.5,78.7,78.0,0,13.31,973.681,46.0,0,45.0,7.27,45.0,0.1,5886.828,4159914.0,0.3,0.2,0.889,17.5,15.558,0.001,
Ireland,2004,Developed,78.3,82.0,0,13.32,8040.22,46.0,54.4,0,89.0,7.34,89.0,0.1,47631.638,47262.0,0.3,0.2,0.88,17.1,78.3,82.0,0,13.32,1109.855,46.0,0,89.0,7.34,89.0,0.1,8787.614,47262.0,0.3,0.2,0.88,17.1,15.048,0.0,
Ireland,2003,Developed,78.0,82.0,0,13.24,675.213,46.0,53.6,0,86.0,7.5,86.0,0.1,4117.155,3996521.0,0.3,0.2,0.87,16.8,78.0,82.0,0,13.24,675.213,46.0,0,86.0,7.5,86.0,0.1,4117.155,3996521.0,0.3,0.2,0.87,16.8,14.616,0.002,
Ireland,2002,Developed,77.4,88.0,0,14.17,5092.384,46.0,52.9,0,83.0,6.85,83.0,0.1,32539.194,3931947.0,0.3,0.3,0.862,16.5,77.4,88.0,0,14.09,1109.855,46.0,0,83.0,6.85,83.0,0.1,8787.614,3931947.0,0.3,0.3,0.862,16.5,14.223,0.0,
Ireland,2001,Developed,77.0,89.0,0,14.27,4264.579,46.0,52.2,0,84.0,6.6,84.0,0.1,28223.555,3866243.0,0.3,0.3,0.857,16.4,77.0,89.0,0,14.09,1109.855,46.0,0,84.0,6.6,84.0,0.1,8787.614,3866243.0,0.3,0.3,0.857,16.4,14.055,0.0,
Ireland,2000,Developed,76.4,94.0,0,14.07,3794.581,46.0,51.5,0,86.0,6.3,86.0,0.1,26241.919,385174.0,0.3,0.3,0.848,16.2,76.4,94.0,0,14.07,1109.855,46.0,0,86.0,6.3,86.0,0.1,8787.614,385174.0,0.3,0.3,0.848,16.2,13.738,0.0,
Israel,2014,Developing,82.2,6.0,1,2.62,4348.335,97.0,64.6,1,95.0,7.81,95.0,0.1,37582.846,82157.0,1.2,1.1,0.895,16.0,82.2,6.0,1,2.62,1109.855,97.0,1,95.0,7.81,95.0,0.1,8787.614,82157.0,1.2,1.1,0.895,16.0,14.32,0.0,6.0
Israel,2013,Developing,82.1,61.0,1,2.69,4279.896,97.0,64.2,1,96.0,7.89,96.0,0.1,36393.669,8595.0,1.2,1.1,0.891,15.9,82.1,61.0,1,2.69,1109.855,97.0,1,96.0,7.89,96.0,0.1,8787.614,8595.0,1.2,1.1,0.891,15.9,14.167,0.0,61.0
Israel,2012,Developing,81.8,6.0,1,2.78,3830.185,97.0,63.8,1,94.0,7.73,94.0,0.1,32569.597,7915.0,1.2,1.1,0.889,15.9,81.8,6.0,1,2.78,1109.855,97.0,1,94.0,7.73,94.0,0.1,8787.614,7915.0,1.2,1.1,0.889,15.9,14.135,0.0,6.0
Israel,2011,Developing,81.8,61.0,1,2.67,3793.162,98.0,63.4,1,94.0,7.39,94.0,0.1,33657.157,77658.0,1.2,1.1,0.883,15.8,81.8,61.0,1,2.67,1109.855,98.0,1,94.0,7.39,94.0,0.1,8787.614,77658.0,1.2,1.1,0.883,15.8,13.951,0.0,61.0
Israel,2010,Developing,81.7,61.0,1,2.63,409.411,97.0,63.0,1,95.0,7.36,95.0,0.1,3661.994,76236.0,1.2,1.1,0.878,15.7,81.7,61.0,1,2.63,409.411,97.0,1,95.0,7.36,95.0,0.1,3661.994,76236.0,1.2,1.1,0.878,15.7,13.785,0.002,61.0
Israel,2009,Developing,81.5,63.0,1,2.55,508.665,98.0,62.6,1,96.0,7.46,96.0,0.1,27795.877,74856.0,1.2,1.1,0.876,15.6,81.5,63.0,1,2.55,508.665,98.0,1,96.0,7.46,96.0,0.1,8787.614,74856.0,1.2,1.1,0.876,15.6,13.666,0.0,63.0
Israel,2008,Developing,81.0,65.0,1,2.47,471.553,99.0,62.1,1,94.0,7.33,94.0,0.1,29657.442,7388.0,1.1,1.1,0.877,15.8,81.0,65.0,1,2.47,471.553,99.0,1,94.0,7.33,94.0,0.1,8787.614,7388.0,1.1,1.1,0.877,15.8,13.857,0.0,65.0
Israel,2007,Developing,84.0,68.0,1,2.33,4.345,99.0,61.6,1,95.0,7.37,95.0,0.1,258.637,7181.0,1.1,1.1,0.872,15.7,84.0,68.0,1,2.33,4.345,99.0,1,95.0,7.37,95.0,0.1,258.637,7181.0,1.1,1.1,0.872,15.7,13.69,0.028,68.0
Israel,2006,Developing,84.0,68.0,1,2.23,33.586,96.0,61.1,1,94.0,7.38,95.0,0.1,2195.177,7537.0,1.1,1.1,0.87,15.7,84.0,68.0,1,2.23,33.586,96.0,1,94.0,7.38,95.0,0.1,2195.177,7537.0,1.1,1.1,0.87,15.7,13.659,0.003,68.0
Israel,2005,Developing,80.0,71.0,1,2.41,250.934,96.0,6.6,1,95.0,7.44,93.0,0.1,2611.179,6931.0,1.1,1.1,0.866,15.8,80.0,71.0,1,2.41,250.934,96.0,1,95.0,7.44,93.0,0.1,2611.179,6931.0,1.1,1.1,0.866,15.8,13.683,0.003,71.0
Israel,2004,Developing,81.0,69.0,1,2.23,1895.343,99.0,6.1,1,95.0,7.35,95.0,0.1,19888.172,689.0,1.1,1.1,0.863,15.9,81.0,69.0,1,2.23,1109.855,99.0,1,95.0,7.35,95.0,0.1,8787.614,689.0,1.1,1.1,0.863,15.9,13.722,0.0,69.0
Israel,2003,Developing,79.7,71.0,1,2.32,1731.756,98.0,59.6,1,93.0,7.44,93.0,0.1,18946.999,66897.0,1.1,1.1,0.863,16.0,79.7,71.0,1,2.32,1109.855,98.0,1,93.0,7.44,93.0,0.1,8787.614,66897.0,1.1,1.1,0.863,16.0,13.808,0.0,71.0
Israel,2002,Developing,79.3,74.0,1,2.47,1701.196,98.0,59.2,1,91.0,7.49,9.0,0.1,18431.157,657.0,1.1,1.1,0.855,15.3,79.3,74.0,1,2.47,1109.855,98.0,1,91.0,7.49,45.0,0.1,8787.614,657.0,1.1,1.1,0.855,15.3,13.082,0.0,74.0
Israel,2001,Developing,79.3,74.0,1,2.53,22.273,96.0,58.7,1,93.0,7.61,92.0,0.1,236.196,6439.0,1.1,1.1,0.85,15.1,79.3,74.0,1,2.53,22.273,96.0,1,93.0,7.61,92.0,0.1,236.196,6439.0,1.1,1.1,0.85,15.1,12.835,0.032,74.0
Israel,2000,Developing,78.9,76.0,1,2.53,199.934,98.0,58.3,1,93.0,7.13,93.0,0.1,2152.143,6289.0,1.1,1.1,0.845,15.2,78.9,76.0,1,2.53,199.934,98.0,1,93.0,7.13,93.0,0.1,2152.143,6289.0,1.1,1.1,0.845,15.2,12.844,0.003,76.0
Italy,2014,Developed,82.5,57.0,2,7.56,4831.645,95.0,63.1,2,95.0,9.25,95.0,0.1,35396.665,678914.0,0.6,0.6,0.877,16.3,82.5,57.0,2,7.56,1109.855,95.0,2,95.0,9.25,95.0,0.1,8787.614,678914.0,0.6,0.6,0.877,16.3,14.295,0.0,28.5
Italy,2012,Developed,82.0,6.0,2,7.49,4793.905,96.0,62.1,2,96.0,9.28,97.0,0.1,34814.124,59539717.0,0.5,0.6,0.877,16.6,82.0,6.0,2,7.49,1109.855,96.0,2,96.0,9.28,97.0,0.1,8787.614,17153357.0,0.5,0.6,0.877,16.6,14.558,0.0,3.0
Italy,2011,Developed,82.0,6.0,2,6.98,5439.692,96.0,61.5,2,96.0,9.27,96.0,0.1,38334.685,59379449.0,0.5,0.5,0.872,16.4,82.0,6.0,2,6.98,1109.855,96.0,2,96.0,9.27,96.0,0.1,8787.614,17153357.0,0.5,0.5,0.872,16.4,14.301,0.0,3.0
Italy,2010,Developed,81.8,6.0,2,6.95,5219.669,96.0,61.0,2,96.0,9.42,96.0,0.1,35849.374,59277417.0,0.5,0.5,0.869,16.4,81.8,6.0,2,6.95,1109.855,96.0,2,96.0,9.42,96.0,0.1,8787.614,17153357.0,0.5,0.5,0.869,16.4,14.252,0.0,3.0
Italy,2009,Developed,81.6,61.0,2,7.25,5243.317,96.0,6.5,2,96.0,9.41,96.0,0.1,36976.845,5995365.0,0.5,0.5,0.868,16.3,81.6,61.0,2,7.25,1109.855,96.0,2,96.0,9.41,96.0,0.1,8787.614,5995365.0,0.5,0.5,0.868,16.3,14.148,0.0,30.5
Italy,2008,Developed,81.5,61.0,2,7.96,66.378,96.0,59.9,2,96.0,8.89,96.0,0.1,464.185,58826731.0,0.5,0.5,0.866,16.3,81.5,61.0,2,7.96,66.378,96.0,2,96.0,8.89,96.0,0.1,464.185,17153357.0,0.5,0.5,0.866,16.3,14.116,0.019,30.5
Italy,2007,Developed,81.3,63.0,2,8.37,5228.822,97.0,59.4,2,97.0,8.48,97.0,0.1,37698.786,5843831.0,0.5,0.5,0.862,16.1,81.3,63.0,2,8.37,1109.855,97.0,2,97.0,8.48,97.0,0.1,8787.614,5843831.0,0.5,0.5,0.862,16.1,13.878,0.0,31.5
Italy,2006,Developed,81.2,65.0,2,8.44,473.192,96.0,58.8,2,97.0,8.82,96.0,0.1,3341.748,58143979.0,0.5,0.5,0.856,16.0,81.2,65.0,2,8.44,473.192,96.0,2,97.0,8.82,96.0,0.1,3341.748,17153357.0,0.5,0.5,0.856,16.0,13.696,0.003,32.5
Italy,2005,Developed,88.0,66.0,2,8.65,4506.256,96.0,58.2,2,97.0,8.71,95.0,0.1,31959.262,57969484.0,0.5,0.5,0.851,15.8,88.0,66.0,2,8.65,1109.855,96.0,2,97.0,8.71,95.0,0.1,8787.614,17153357.0,0.5,0.5,0.851,15.8,13.446,0.0,33.0
Italy,2004,Developed,89.0,66.0,2,8.98,4270.915,96.0,57.6,3,97.0,8.49,94.0,0.1,31174.561,57685327.0,0.5,0.5,0.846,15.6,89.0,66.0,2,8.98,1109.855,96.0,3,97.0,8.49,94.0,0.1,8787.614,17153357.0,0.5,0.5,0.846,15.6,13.198,0.0,22.0
Italy,2003,Developed,79.9,72.0,2,9.3,3519.259,95.0,57.0,3,97.0,8.17,96.0,0.1,27387.226,5731323.0,0.5,0.5,0.841,15.4,79.9,72.0,2,9.3,1109.855,95.0,3,97.0,8.17,96.0,0.1,8787.614,5731323.0,0.5,0.5,0.841,15.4,12.951,0.0,24.0
Italy,2002,Developed,80.0,72.0,2,9.25,2883.335,95.0,56.4,3,96.0,8.23,93.0,0.1,22196.574,57597.0,0.5,0.5,0.836,15.2,80.0,72.0,2,9.25,1109.855,95.0,3,96.0,8.23,93.0,0.1,8787.614,57597.0,0.5,0.5,0.836,15.2,12.707,0.0,24.0
Italy,2001,Developed,79.8,75.0,2,9.69,3.122,95.0,55.7,3,96.0,8.11,93.0,0.1,24.819,569741.0,0.5,0.5,0.828,14.9,79.8,75.0,2,9.69,3.122,95.0,3,96.0,8.11,93.0,0.1,24.819,569741.0,0.5,0.5,0.828,14.9,12.337,0.327,25.0
Italy,2000,Developed,79.4,77.0,3,9.78,31.506,94.0,55.0,3,97.0,7.91,87.0,0.1,251.243,5694218.0,0.5,0.5,0.823,14.8,79.4,77.0,3,9.78,31.506,94.0,3,97.0,7.91,87.0,0.1,251.243,5694218.0,0.5,0.5,0.823,14.8,12.18,0.031,25.667
Jamaica,2013,Developing,75.6,136.0,1,3.79,5.457,93.0,52.7,1,86.0,5.91,93.0,0.6,56.145,285187.0,1.8,1.7,0.727,12.8,75.6,136.0,1,3.79,5.457,93.0,1,86.0,5.91,93.0,0.6,56.145,285187.0,1.8,1.7,0.727,12.8,9.306,0.105,136.0
Jamaica,2012,Developing,75.3,138.0,1,3.65,37.171,96.0,52.0,1,96.0,5.66,96.0,0.5,521.334,284992.0,1.8,1.7,0.725,12.8,75.3,138.0,1,3.65,37.171,96.0,1,96.0,5.66,96.0,0.5,521.334,284992.0,1.8,1.7,0.725,12.8,9.28,0.011,138.0
Jamaica,2011,Developing,75.2,139.0,1,3.58,33.175,92.0,51.2,1,93.0,5.21,92.0,0.6,513.549,2829493.0,1.8,1.7,0.722,12.8,75.2,139.0,1,3.58,33.175,92.0,1,93.0,5.21,92.0,0.6,513.549,2829493.0,1.8,1.7,0.722,12.8,9.242,0.01,139.0
Jamaica,2010,Developing,75.0,138.0,1,3.55,396.627,94.0,5.5,1,94.0,5.3,94.0,0.5,4682.728,281721.0,1.8,1.7,0.721,12.7,75.0,138.0,1,3.55,396.627,94.0,1,94.0,5.3,94.0,0.5,4682.728,281721.0,1.8,1.7,0.721,12.7,9.157,0.001,138.0
Jamaica,2009,Developing,74.7,142.0,1,3.33,235.707,9.0,49.7,1,9.0,5.16,9.0,0.6,4293.383,28482.0,1.9,1.7,0.721,12.7,74.7,142.0,1,3.33,235.707,18.0,1,45.0,5.16,45.0,0.6,4293.383,28482.0,1.9,1.7,0.721,12.7,9.157,0.001,142.0
Jamaica,2008,Developing,74.5,145.0,1,3.51,31.766,92.0,48.9,1,91.0,5.4,91.0,0.4,492.492,279122.0,1.9,1.7,0.718,12.6,74.5,145.0,1,3.51,31.766,92.0,1,91.0,5.4,91.0,0.4,492.492,279122.0,1.9,1.7,0.718,12.6,9.047,0.011,145.0
Jamaica,2007,Developing,74.2,148.0,1,3.64,25.623,92.0,48.1,1,94.0,4.87,92.0,0.9,462.518,2775467.0,1.9,1.7,0.714,12.5,74.2,148.0,1,3.64,25.623,92.0,1,94.0,4.87,92.0,0.9,462.518,2775467.0,1.9,1.7,0.714,12.5,8.925,0.011,148.0
Jamaica,2005,Developing,73.5,161.0,1,3.59,16.975,99.0,46.3,1,99.0,4.7,99.0,1.9,482.248,2744673.0,1.9,1.7,0.706,12.4,73.5,161.0,1,3.59,16.975,99.0,1,99.0,4.7,99.0,1.9,482.248,2744673.0,1.9,1.7,0.706,12.4,8.754,0.01,161.0
Jamaica,2004,Developing,73.3,165.0,1,3.67,192.323,98.0,45.4,1,97.0,4.8,98.0,2.3,3719.974,2728777.0,1.9,1.8,0.689,11.1,73.3,165.0,1,3.67,192.323,98.0,1,97.0,4.8,98.0,2.3,3719.974,2728777.0,1.9,1.8,0.689,11.1,7.648,0.001,165.0
Jamaica,2003,Developing,73.1,166.0,1,3.48,155.588,36.0,44.5,1,99.0,4.56,96.0,2.3,3465.222,2712511.0,1.9,1.8,0.694,11.9,73.1,166.0,1,3.48,155.588,36.0,1,99.0,4.56,96.0,2.3,3465.222,2712511.0,1.9,1.8,0.694,11.9,8.259,0.001,166.0
Jamaica,2002,Developing,73.0,167.0,1,3.76,211.114,36.0,43.5,1,99.0,4.86,99.0,2.3,3596.496,2695446.0,2.0,1.8,0.69,11.7,73.0,167.0,1,3.76,211.114,36.0,1,99.0,4.86,99.0,2.3,3596.496,2695446.0,2.0,1.8,0.69,11.7,8.073,0.001,167.0
