Adult Mortality,Alcohol,percentage expenditure,BMI,Polio,Diphtheria,HIV/AIDS,GDP,thinness 10-19 years,Income composition of resources,Schooling,Economic_health_index,Health_expenditure_ratio,Mortality_rate_ratio
71.0,3.65,0.0,58.8,93.0,93.0,0.1,0.532,1.1,0.923,19.2,17.722,10.767,11.024000000000001
128.0,0.56,157.643,5.8,95.0,95.0,0.1,0.25,6.4,0.581,10.0,5.81,21.949,5.12
321.0,0.01,0.0,23.8,47.0,42.0,0.8,0.042,6.7,0.675,12.3,8.302,137.446,4.012
217.0,2.55,490.418,45.0,97.0,97.0,0.1,0.566,3.2,0.665,10.6,7.049,3.5,27.125
486.0,8.48,805.49,45.0,79.0,82.0,26.4,0.613,9.7,0.612,12.9,7.895,12.276,6.152
215.0,4.36,62.857,25.4,99.0,99.0,0.9,0.113,6.5,0.531,10.4,5.522,50.239,11.024000000000001
355.0,1.02,2.996,17.9,72.0,72.0,5.2,0.003,8.8,0.428,9.9,4.237,1677.604,16.136
199.0,2.73,0.0,4.7,88.0,96.0,0.1,0.174,3.2,0.631,12.2,7.698,38.225,49.75
227.0,0.14,146.761,53.8,74.0,57.0,0.1,0.313,5.4,0.636,10.2,6.487,11.779,5.974
352.0,0.01,0.0,18.2,33.0,33.0,0.8,0.174,7.9,0.675,12.3,8.302,32.888,4.693
154.0,7.91,145.84,43.9,94.0,97.0,0.1,0.738,3.8,0.0,15.8,0.0,8.69,11.024000000000001
371.0,4.27,10.424,2.7,51.0,39.0,3.1,0.018,8.8,0.376,10.4,3.91,308.714,19.526
145.0,0.23,147.986,45.3,89.0,89.0,0.1,0.173,6.4,0.644,10.9,7.02,22.145,6.042
137.0,0.47,9.469,49.1,98.0,98.0,0.1,0.021,6.5,0.569,9.8,5.576,263.628,5.269
679.0,5.48,306.953,3.5,97.0,97.0,37.2,0.313,11.8,0.56,11.8,6.608,18.293,169.75
78.0,9.31,491.056,62.1,89.0,89.0,0.1,0.278,0.3,0.886,18.9,16.745,29.69,11.024000000000001
297.0,2.64,28.302,21.9,77.0,77.0,6.0,0.058,8.5,0.398,8.8,3.502,111.528,42.429
88.0,12.2,504.431,51.7,84.0,84.0,0.1,0.322,1.7,0.837,14.7,12.304,4.601,11.024000000000001
178.0,6.32,1132.433,57.7,85.0,85.0,0.4,0.958,3.5,0.722,12.7,9.169,5.94,11.024000000000001
189.0,6.14,282.836,2.9,98.0,98.0,0.6,0.236,9.1,0.666,11.8,7.859,15.162,10.5
125.0,5.11,980.254,57.2,98.0,98.0,0.1,0.878,1.8,0.723,12.2,8.821,6.64,2.66
13.0,1.98,246.569,48.0,85.0,81.0,0.1,0.585,2.8,0.737,11.7,8.623,9.11,2.167
113.0,6.56,666.737,59.7,95.0,95.0,0.1,0.733,1.9,0.792,15.1,11.959,9.442,11.024000000000001
394.0,2.03,0.0,21.7,62.0,62.0,5.9,0.174,8.8,0.496,9.4,4.662,13.89,30.308
399.0,6.39,10.667,3.8,95.0,95.0,6.8,0.011,6.2,0.488,10.4,5.075,627.022,11.083
34.0,1.46,53.238,21.8,81.0,8.0,3.2,0.042,8.4,0.491,7.7,3.781,93.794,0.548
16.0,12.32,0.0,39.6,95.0,95.0,0.2,0.174,4.4,0.689,12.2,8.406,35.872,11.024000000000001
226.0,8.15,0.0,47.6,98.0,98.0,0.1,0.174,3.3,0.675,12.3,8.302,47.294,226.0
19.0,3.65,0.0,3.9,96.0,96.0,0.2,0.163,5.5,0.565,11.2,6.328,35.248,11.024000000000001
212.0,0.01,79.277,28.1,73.0,75.0,1.2,0.139,8.5,0.487,7.7,3.75,20.59,17.667
333.0,4.4,16.721,2.4,54.0,42.0,3.1,0.017,9.0,0.386,10.5,4.053,370.988,16.65
138.0,9.58,1078.358,58.4,92.0,91.0,0.1,0.857,2.8,0.797,15.3,12.194,6.394,69.0
167.0,6.92,0.0,47.5,99.0,99.0,0.3,0.174,3.6,0.704,13.3,9.363,26.976,11.024000000000001
41.0,9.79,72.85,15.6,69.0,71.0,8.2,0.045,6.2,0.453,10.6,4.802,202.788,0.315
155.0,1.51,310.82,67.0,85.0,84.0,0.1,0.184,0.1,0.679,13.5,9.167,28.745,11.024000000000001
228.0,9.07,0.0,49.5,96.0,9.0,0.1,0.174,2.9,0.675,12.3,8.302,65.488,228.0
343.0,0.99,18.038,13.8,56.0,44.0,3.7,0.016,11.5,0.325,5.8,1.885,262.161,1.062
127.0,7.75,961.177,57.5,92.0,91.0,0.1,0.589,1.1,0.782,16.1,12.59,11.348,10.583
424.0,2.55,0.0,2.3,41.0,41.0,7.2,0.174,9.3,0.488,9.5,4.636,14.062,30.286
221.0,4.54,69.02,18.3,76.0,79.0,0.1,0.096,1.0,0.622,11.4,7.091,31.342,2.483
275.0,3.65,0.0,48.6,74.0,73.0,0.6,0.174,1.3,0.515,10.0,5.15,32.888,22.917
135.0,0.01,447.546,51.7,65.0,64.0,0.1,0.317,1.5,0.591,10.8,6.383,12.363,11.024000000000001
259.0,0.16,9.088,2.1,75.0,75.0,0.1,0.007,7.3,0.459,10.0,4.59,692.473,129.5
118.0,10.12,0.0,57.2,99.0,99.0,0.1,0.174,1.2,0.835,15.0,12.525,46.777,11.024000000000001
97.0,3.34,2568.237,57.5,9.0,91.0,0.1,1.0,1.8,0.758,13.6,10.309,9.56,97.0
45.0,3.86,45.571,2.2,63.0,64.0,2.2,0.036,8.9,0.357,8.2,2.927,31.309,1.0
162.0,7.0,0.0,49.3,99.0,99.0,0.1,0.174,3.5,0.711,13.3,9.456,27.033,11.024000000000001
225.0,2.13,0.0,35.6,99.0,99.0,0.1,0.174,3.6,0.586,11.4,6.68,26.861,45.0
132.0,0.01,54.879,57.4,98.0,98.0,0.1,0.114,5.5,0.756,15.1,11.416,23.096,44.0
217.0,0.26,0.531,17.6,84.0,86.0,0.6,0.004,13.2,0.484,8.1,3.92,421.744,2.782
7.0,4.57,34.262,27.9,71.0,7.0,26.8,0.041,8.6,0.408,9.5,3.876,123.734,0.156
157.0,3.65,0.0,62.1,87.0,87.0,0.1,0.174,1.6,0.769,14.3,10.997,32.888,15.7
222.0,5.27,10.814,23.4,97.0,97.0,1.6,0.008,7.0,0.514,10.0,5.14,174.322,11.024000000000001
11.0,0.01,648.133,6.2,94.0,94.0,0.1,0.66,1.9,0.797,15.1,12.035,10.992,11.024000000000001
129.0,1.29,832.955,57.6,9.0,9.0,0.1,0.739,5.0,0.681,11.9,8.104,7.37,3.583
158.0,10.4,14.964,56.3,95.0,95.0,0.1,0.082,3.0,0.795,15.4,12.243,67.653,52.667
275.0,4.51,85.556,17.1,9.0,91.0,0.9,0.067,8.8,0.377,6.7,2.526,77.599,3.873
141.0,3.03,20.833,2.5,99.0,99.0,0.1,0.032,15.3,0.746,13.6,10.146,101.915,35.25
443.0,1.66,58.529,2.7,47.0,47.0,5.8,0.049,8.8,0.361,6.8,2.455,75.589,18.458
266.0,0.01,0.0,26.7,97.0,96.0,1.7,0.174,7.5,0.449,8.9,3.996,42.128,53.2
441.0,3.91,5.38,2.7,75.0,77.0,1.9,0.004,8.7,0.367,8.3,3.046,288.155,10.023
16.0,0.45,63.421,44.8,95.0,95.0,0.1,0.133,6.7,0.519,8.0,4.152,31.361,0.5
196.0,4.94,815.436,53.3,85.0,85.0,1.2,0.687,3.5,0.691,11.9,8.223,8.62,11.024000000000001
127.0,0.56,65.656,48.1,99.0,99.0,0.1,0.097,7.1,0.725,11.2,8.12,32.69,127.0
27.0,4.64,88.97,18.2,89.0,88.0,0.7,0.07,8.4,0.392,7.5,2.94,84.56,0.409
273.0,0.52,19.157,15.5,96.0,95.0,0.2,0.1,18.3,0.0,8.4,0.0,49.114,273.0
276.0,8.3,805.393,34.6,8.0,82.0,4.9,0.979,6.3,0.669,12.5,8.362,3.198,92.0
72.0,3.65,0.0,66.5,99.0,99.0,0.1,0.019,0.8,0.865,17.2,14.878,307.383,11.024000000000001
24.0,8.48,415.163,59.0,54.0,5.0,0.2,0.357,2.4,0.734,14.9,10.937,19.53,4.8
13.0,0.54,585.917,47.3,99.0,99.0,0.1,0.864,7.1,0.716,11.0,7.876,3.68,13.0
177.0,3.65,0.0,5.5,99.0,98.0,0.1,0.192,1.1,0.514,9.6,4.934,29.784,11.024000000000001
111.0,1.72,0.0,56.4,96.0,95.0,0.1,0.174,2.4,0.714,12.2,8.711,39.316,11.024000000000001
129.0,0.53,101.609,37.4,97.0,97.0,0.1,0.178,7.9,0.776,12.9,10.01,23.024,32.25
147.0,0.01,42.489,14.0,96.0,96.0,0.1,0.062,19.3,0.52,8.6,4.472,46.334,0.79
249.0,3.65,0.0,22.0,83.0,89.0,2.8,0.135,7.8,0.55,11.1,6.105,42.429,3.32
131.0,0.49,65.567,35.3,96.0,96.0,0.1,0.097,8.2,0.764,12.8,9.779,41.081,32.75
593.0,0.83,0.736,12.6,82.0,81.0,1.9,0.003,1.2,0.0,3.9,0.0,1667.989,59.3
162.0,8.92,754.96,42.4,99.0,99.0,0.1,0.796,3.8,0.0,15.4,0.0,7.238,11.024000000000001
16.0,8.82,0.0,68.6,93.0,94.0,0.1,0.174,0.7,0.675,12.3,8.302,96.998,0.593
134.0,0.42,365.911,31.6,95.0,95.0,0.1,0.623,8.8,0.732,12.7,9.296,5.857,33.5
194.0,3.7,218.572,46.4,87.0,86.0,0.3,0.118,2.0,0.592,11.0,6.512,51.984,48.5
218.0,0.01,5.348,54.0,93.0,93.0,0.1,0.005,2.5,0.764,14.4,11.002,1154.818,11.024000000000001
135.0,0.01,565.967,74.8,82.0,8.0,0.1,0.42,0.1,0.716,14.3,10.239,12.341,11.024000000000001
184.0,13.24,1030.22,57.6,99.0,99.0,0.1,0.841,2.1,0.784,14.9,11.682,10.014,184.0
149.0,2.87,345.378,5.2,97.0,97.0,0.3,0.224,2.1,0.618,11.4,7.045,38.847,37.25
132.0,9.3,772.87,55.1,93.0,94.0,0.1,0.547,2.4,0.743,13.5,10.03,2.196,132.0
57.0,8.58,374.295,68.8,99.0,99.0,0.1,0.24,0.8,0.828,14.2,11.758,41.287,11.024000000000001
539.0,10.57,26.976,13.3,56.0,55.0,10.8,0.023,6.9,0.396,10.8,4.277,310.675,2.882
292.0,6.0,112.541,43.9,96.0,97.0,0.1,0.123,2.7,0.676,12.1,8.18,33.813,29.2
226.0,14.22,464.078,57.7,9.0,95.0,0.1,0.474,2.2,0.739,14.9,11.011,13.582,226.0
22.0,1.85,206.072,52.2,94.0,93.0,0.1,0.226,4.2,0.687,13.3,9.137,15.388,11.024000000000001
274.0,2.75,98.684,42.1,99.0,99.0,0.1,0.1,2.3,0.637,11.8,7.517,59.073,137.0
18.0,4.29,14.719,47.9,97.0,97.0,0.1,0.019,1.9,0.674,10.7,7.212,332.966,18.0
592.0,2.75,91.854,28.8,86.0,88.0,27.3,0.093,8.0,0.447,10.7,4.783,94.726,98.667
138.0,10.28,0.0,53.7,99.0,99.0,0.1,0.174,1.4,0.793,14.3,11.34,42.186,11.024000000000001
82.0,13.24,675.213,53.6,86.0,86.0,0.1,0.412,0.3,0.87,16.8,14.616,18.194,11.024000000000001
127.0,0.54,228.784,56.3,97.0,97.0,0.1,0.189,3.9,0.717,13.2,9.464,48.397,31.75
355.0,3.65,0.0,22.6,8.0,8.0,3.9,0.053,3.6,0.414,9.1,3.767,108.627,4.383
228.0,5.1,0.0,16.7,6.0,61.0,0.2,0.174,9.6,0.518,9.2,4.766,15.898,16.286
83.0,1.24,44.185,65.1,97.0,94.0,0.1,0.068,4.9,0.83,12.6,10.458,34.221,11.024000000000001
146.0,0.34,25.019,47.0,87.0,87.0,0.1,0.029,6.3,0.663,11.5,7.624,122.811,6.348
344.0,0.01,0.0,19.0,4.0,4.0,0.9,0.174,7.7,0.675,12.3,8.302,32.888,4.41
157.0,3.58,366.484,52.4,99.0,98.0,0.1,0.185,1.8,0.63,11.5,7.245,45.604,52.333
132.0,0.01,52.504,59.9,98.0,98.0,0.1,0.121,5.6,0.755,14.3,10.796,28.857,66.0
27.0,0.48,18.217,75.2,95.0,91.0,0.1,0.149,0.1,0.584,11.9,6.95,10.175,11.024000000000001
325.0,1.02,94.133,29.4,68.0,68.0,4.2,0.082,6.1,0.378,3.5,1.323,75.888,162.5
115.0,8.25,0.0,6.9,89.0,94.0,0.1,0.174,0.8,0.675,12.3,8.302,78.804,3.485
347.0,3.65,38.338,42.9,64.0,59.0,3.8,0.096,3.4,0.419,4.9,2.053,28.904,8.675
258.0,0.01,45.049,26.1,75.0,76.0,1.1,0.045,6.8,0.419,9.8,4.106,204.113,23.455
397.0,7.3,45.964,4.1,71.0,73.0,21.3,0.034,16.3,0.635,13.0,8.255,258.858,5.438
314.0,3.47,0.0,23.9,76.0,78.0,4.0,0.174,8.3,0.545,10.3,5.614,13.029,28.545
211.0,3.77,0.0,48.0,87.0,88.0,0.2,0.174,1.3,0.632,14.0,8.848,28.698,16.231
99.0,12.69,0.0,63.6,99.0,99.0,0.1,0.174,1.9,0.675,12.3,8.302,42.645,11.024000000000001
116.0,11.59,167.232,57.5,96.0,96.0,0.1,0.122,1.8,0.777,13.6,10.567,56.265,11.024000000000001
14.0,1.37,379.514,52.2,98.0,98.0,0.1,0.32,6.4,0.683,13.9,9.494,17.417,3.5
192.0,0.01,460.649,61.1,99.0,99.0,0.1,0.477,4.0,0.719,15.0,10.785,8.931,11.024000000000001
341.0,0.01,0.0,19.4,3.0,3.0,0.9,0.174,7.6,0.675,12.3,8.302,32.888,4.262
345.0,0.95,2.049,17.1,51.0,5.0,5.3,0.002,9.2,0.426,9.4,4.004,1716.076,15.682
391.0,2.82,24.038,16.3,37.0,41.0,2.3,0.071,1.5,0.401,5.5,2.206,51.079,2.49
134.0,3.95,367.929,5.7,88.0,91.0,0.1,0.466,1.3,0.703,13.1,9.209,12.652,16.75
144.0,9.85,0.0,52.1,98.0,99.0,0.1,0.174,1.5,0.771,13.6,10.486,33.404,11.024000000000001
76.0,9.26,928.417,57.7,94.0,94.0,0.1,0.587,1.1,0.922,18.4,16.965,3.376,11.024000000000001
168.0,6.18,433.921,23.6,98.0,98.0,0.5,0.337,8.7,0.686,12.4,8.506,10.348,11.2
28.0,1.37,34.859,13.9,66.0,65.0,0.3,0.079,27.1,0.536,9.7,5.199,53.67,0.014
147.0,3.65,0.0,51.0,97.0,97.0,0.3,0.233,2.1,0.623,11.2,6.978,24.61,36.75
418.0,3.78,54.666,22.2,88.0,89.0,1.3,0.044,8.1,0.392,8.9,3.489,269.475,11.0
165.0,8.7,0.0,57.6,67.0,62.0,0.1,0.174,1.6,0.728,12.9,9.391,30.133,16.5
126.0,4.93,998.35,56.4,98.0,98.0,0.1,0.8,1.8,0.719,12.2,8.772,8.002,2.571
462.0,1.08,9.728,17.6,86.0,93.0,13.7,0.046,6.8,0.43,10.2,4.386,32.756,8.556
219.0,8.25,0.0,5.4,97.0,9.0,0.1,0.174,2.8,0.675,12.3,8.302,73.466,219.0
249.0,1.32,67.776,16.0,7.0,65.0,1.4,0.035,1.9,0.411,8.2,3.37,185.163,1.078
171.0,3.46,24.828,41.6,95.0,93.0,2.2,0.034,2.0,0.682,11.4,7.775,173.05,171.0
294.0,8.85,145.318,33.5,68.0,67.0,7.0,0.877,6.5,0.66,12.5,8.25,3.89,98.0
165.0,6.2,20.601,42.0,92.0,92.0,0.2,0.015,2.3,0.639,12.1,7.732,392.966,41.25
587.0,1.18,6.847,16.2,99.0,99.0,21.1,0.03,7.3,0.377,9.6,3.619,303.205,9.623
97.0,4.1,1002.833,5.3,91.0,91.0,0.1,0.47,2.0,0.723,12.4,8.965,16.457,97.0
123.0,3.79,279.429,53.3,96.0,95.0,0.1,0.385,2.1,0.736,12.7,9.347,11.824,123.0
142.0,1.24,471.831,72.7,84.0,82.0,0.1,0.355,0.1,0.707,14.4,10.181,12.923,11.024000000000001
165.0,3.02,188.25,42.0,94.0,94.0,1.2,0.122,2.6,0.571,10.4,5.938,64.78,23.571
523.0,10.42,2.691,13.6,57.0,57.0,10.0,0.002,6.8,0.404,11.0,4.444,3442.808,2.89
152.0,0.01,42.33,13.0,95.0,94.0,0.1,0.049,19.7,0.506,8.4,4.25,56.722,0.707
13.0,7.71,158.258,53.6,93.0,92.0,0.1,0.415,2.6,0.749,13.4,10.037,20.661,13.0
35.0,4.33,15.994,15.2,89.0,92.0,2.9,0.019,7.9,0.319,7.9,2.52,403.317,1.0
281.0,0.01,56.762,16.2,63.0,63.0,0.1,0.044,18.6,0.434,8.9,3.863,211.715,2.651
219.0,1.1,17.812,12.2,58.0,59.0,0.3,0.047,27.4,0.499,8.4,4.192,94.55,0.095
11.0,8.74,0.0,65.1,93.0,96.0,0.1,0.174,0.7,0.675,12.3,8.302,89.364,0.344
131.0,9.85,820.811,56.4,97.0,95.0,0.1,0.583,2.3,0.754,13.6,10.254,16.984,131.0
157.0,3.08,286.121,45.9,97.0,97.0,0.5,0.182,2.3,0.603,11.3,6.814,48.658,31.4
147.0,4.53,62.437,51.3,94.0,93.0,0.1,0.038,2.3,0.669,11.5,7.694,161.331,8.647
99.0,11.29,320.318,59.0,96.0,95.0,0.1,0.255,0.8,0.875,18.8,16.45,33.114,99.0
232.0,17.31,846.911,59.9,98.0,98.0,0.1,0.653,2.0,0.787,15.5,12.199,7.536,232.0
93.0,4.88,50.283,27.3,99.0,99.0,0.1,0.384,4.4,0.682,12.2,8.32,15.092,0.323
274.0,0.01,0.0,26.2,85.0,85.0,3.0,0.174,7.7,0.576,11.1,6.394,33.863,27.4
95.0,12.91,910.506,55.2,99.0,99.0,0.1,0.53,1.0,0.86,13.5,11.61,15.602,11.024000000000001
7.0,9.2,924.565,65.9,93.0,93.0,0.1,0.4,0.3,0.904,19.5,17.628,28.81,11.024000000000001
496.0,3.99,38.525,18.8,69.0,65.0,2.1,0.026,9.5,0.332,7.6,2.523,445.222,10.553
62.0,7.91,278.069,67.6,76.0,76.0,0.1,0.219,0.8,0.819,14.6,11.957,37.905,11.024000000000001
17.0,3.69,21.411,47.1,88.0,88.0,0.3,0.012,2.0,0.597,11.0,6.567,512.498,4.25
223.0,4.22,105.731,2.1,9.0,89.0,0.1,0.119,1.0,0.642,11.6,7.447,32.721,2.655
228.0,0.01,0.0,4.4,67.0,73.0,0.1,0.174,13.7,0.5,9.0,4.5,32.371,4.851
127.0,6.87,1092.155,53.4,85.0,85.0,0.1,0.744,2.0,0.755,12.8,9.664,10.161,63.5
33.0,4.16,31.142,16.1,94.0,96.0,1.9,0.023,7.7,0.361,9.3,3.357,383.665,0.971
11.0,6.06,675.781,55.4,97.0,97.0,0.1,0.447,1.0,0.768,13.9,10.675,14.499,3.667
133.0,3.65,527.308,55.7,93.0,93.0,0.1,0.368,2.3,0.746,12.8,9.549,22.996,11.024000000000001
248.0,2.85,2.199,4.7,99.0,99.0,0.1,0.017,3.4,0.0,10.3,0.0,202.754,31.0
196.0,2.14,443.325,47.2,94.0,94.0,0.4,0.283,1.3,0.602,10.5,6.321,23.476,14.0
75.0,9.31,0.0,28.6,92.0,94.0,0.1,0.174,1.5,0.675,12.3,8.302,35.355,37.5
26.0,8.81,80.033,56.6,99.0,99.0,0.1,0.636,2.5,0.776,15.5,12.028,10.235,11.024000000000001
14.0,3.96,2.889,5.1,91.0,89.0,0.1,0.004,2.0,0.721,12.3,8.868,958.306,14.0
133.0,3.93,0.0,14.0,94.0,93.0,0.1,0.174,14.5,0.647,11.9,7.699,36.503,3.8
133.0,6.66,18.531,51.3,93.0,88.0,0.1,0.028,2.6,0.734,12.8,9.395,43.217,133.0
227.0,3.65,0.0,21.4,99.0,98.0,0.4,0.007,5.7,0.493,10.8,5.324,821.142,15.133
381.0,5.84,25.087,18.2,36.0,34.0,2.5,0.026,9.8,0.439,7.2,3.161,173.84,2.664
153.0,8.4,412.432,53.1,98.0,98.0,0.1,0.45,2.5,0.777,14.6,11.344,12.227,38.25
28.0,0.2,4.26,13.9,78.0,75.0,0.2,0.032,17.6,0.469,9.4,4.409,180.597,0.636
124.0,0.81,0.0,51.3,83.0,8.0,0.1,0.174,6.4,0.648,11.8,7.646,20.375,13.778
154.0,0.62,8.597,44.2,78.0,77.0,0.1,0.014,3.0,0.668,11.0,7.348,550.882,19.25
249.0,0.03,75.258,53.2,63.0,59.0,0.1,0.235,5.4,0.631,10.2,6.436,12.744,6.553
7.0,1.2,515.073,67.7,99.0,97.0,0.1,0.885,5.1,0.843,13.4,11.296,2.43,11.024000000000001
231.0,0.01,253.829,49.2,99.0,99.0,0.1,0.437,2.2,0.712,14.7,10.466,9.647,115.5
125.0,3.65,0.0,54.2,91.0,91.0,0.5,0.497,1.8,0.729,12.8,9.331,11.524,125.0
34.0,1.9,0.0,15.3,3.0,3.0,2.4,0.174,12.2,0.675,12.3,8.302,15.325,0.102
343.0,3.65,46.074,42.9,44.0,39.0,3.5,0.115,3.4,0.421,4.9,2.063,23.783,8.795
84.0,4.76,430.877,56.5,99.0,99.0,0.1,0.442,1.3,0.759,14.2,10.778,12.805,84.0
38.0,0.01,14.168,18.1,82.0,78.0,3.2,0.072,5.7,0.483,10.0,4.83,100.464,0.392
176.0,7.0,140.982,45.3,99.0,99.0,0.1,0.282,3.3,0.692,14.6,10.103,25.261,1.615
45.0,0.34,72.385,15.1,31.0,21.0,5.2,0.045,1.7,0.301,5.6,1.686,126.065,0.577
277.0,3.75,5.592,24.0,84.0,81.0,2.1,0.003,7.6,0.4,9.7,3.88,4491.485,21.308
24.0,2.97,29.685,47.0,81.0,81.0,0.4,0.025,2.0,0.621,11.8,7.328,319.664,6.0
11.0,0.01,54.237,58.4,95.0,95.0,0.1,0.055,6.0,0.741,14.4,10.67,131.795,0.458
2.0,2.25,62.083,58.7,99.0,99.0,0.1,0.366,4.0,0.706,14.6,10.308,11.569,11.024000000000001
187.0,0.08,190.545,22.9,82.0,81.0,0.3,0.312,1.6,0.656,12.1,7.938,8.791,1.12
219.0,0.3,1.177,21.2,83.0,86.0,0.5,0.001,1.6,0.444,7.5,3.33,4411.671,6.636
279.0,1.34,37.382,18.4,78.0,78.0,2.0,0.037,9.7,0.389,6.4,2.49,116.317,6.975
145.0,3.65,344.691,83.3,99.0,99.0,0.1,0.193,0.1,0.779,14.2,11.062,47.942,11.024000000000001
321.0,4.16,3.596,16.6,95.0,96.0,1.5,0.002,7.6,0.385,9.9,3.812,3454.226,9.727
126.0,13.22,0.0,59.0,98.0,98.0,0.1,0.174,2.3,0.675,12.3,8.302,36.216,11.024000000000001
219.0,0.6,59.972,68.8,88.0,85.0,0.1,0.073,0.2,0.0,10.4,0.0,122.538,11.024000000000001
166.0,6.64,155.423,41.3,86.0,86.0,0.1,0.118,2.4,0.642,12.7,8.153,50.978,41.5
415.0,3.24,0.0,26.2,83.0,82.0,2.9,0.174,5.9,0.675,12.3,8.302,35.241,5.061
144.0,0.01,53.264,14.6,97.0,97.0,0.1,0.068,19.1,0.523,8.4,4.393,42.759,0.832
14.0,4.69,570.453,51.5,92.0,93.0,0.3,0.417,1.2,0.706,13.3,9.39,12.847,1.077
23.0,0.01,0.0,2.1,86.0,87.0,0.3,0.174,9.0,0.563,10.4,5.855,11.479,1.917
165.0,0.09,36.199,15.1,78.0,72.0,0.1,0.076,11.6,0.599,12.1,7.248,15.855,55.0
93.0,0.03,0.0,54.8,99.0,99.0,0.1,0.174,7.9,0.745,13.1,9.76,40.865,3.72
434.0,1.63,3.848,14.7,77.0,8.0,16.9,0.004,9.0,0.447,8.4,3.755,1150.384,3.617
168.0,0.01,3.395,1.8,85.0,85.0,0.1,0.004,2.7,0.468,7.5,3.51,602.68,0.564
169.0,4.17,24.997,68.2,82.0,83.0,0.1,0.02,0.2,0.659,12.3,8.106,240.389,11.024000000000001
23.0,8.06,5.664,6.7,45.0,23.0,0.2,0.031,2.3,0.746,15.2,11.339,226.484,4.6
181.0,0.35,2.272,34.7,85.0,86.0,0.3,0.005,3.8,0.586,10.9,6.387,1053.959,15.083
148.0,4.44,411.565,48.8,66.0,77.0,0.4,0.276,1.3,0.692,13.0,8.996,17.116,9.25
336.0,0.01,0.0,22.9,47.0,42.0,0.8,0.174,6.8,0.675,12.3,8.302,32.888,4.098
144.0,4.03,40.538,46.7,95.0,95.0,0.4,0.026,1.4,0.686,13.9,9.535,191.523,7.2
376.0,3.44,0.0,19.6,89.0,86.0,7.4,0.174,7.3,0.675,12.3,8.302,24.163,2.725
425.0,1.03,53.95,19.3,75.0,75.0,14.1,0.042,3.8,0.36,8.2,2.952,124.658,3.935
279.0,3.65,0.0,23.8,96.0,98.0,1.4,0.174,6.7,0.675,12.3,8.302,32.888,2.345
146.0,2.29,127.638,17.9,98.0,98.0,0.1,0.165,15.4,0.725,13.2,9.57,22.846,29.2
156.0,3.65,0.0,54.1,97.0,98.0,0.1,0.174,3.5,0.72,13.3,9.576,32.888,11.024000000000001
13.0,1.29,623.212,57.4,98.0,98.0,0.1,0.426,6.4,0.714,14.5,10.353,16.775,4.333
23.0,1.93,43.03,14.9,69.0,7.0,0.3,0.099,27.0,0.556,10.2,5.671,43.776,0.013
12.0,1.4,585.631,55.6,99.0,99.0,0.1,0.414,6.3,0.706,14.4,10.166,14.945,4.0
452.0,2.65,0.0,22.6,76.0,77.0,5.8,0.174,7.0,0.675,12.3,8.302,33.691,5.079
276.0,0.5,49.07,11.9,93.0,93.0,0.1,0.042,12.2,0.0,0.0,0.0,77.381,69.0
45.0,2.12,153.678,19.7,9.0,87.0,11.9,0.137,6.8,0.504,11.4,5.746,35.541,0.918
369.0,0.01,68.558,27.2,85.0,85.0,4.6,0.126,5.9,0.496,10.4,5.158,34.554,4.855
263.0,2.43,55.609,39.8,98.0,98.0,0.1,0.057,2.4,0.599,10.1,6.05,101.793,131.5
23.0,0.01,7.55,2.8,98.0,98.0,0.4,0.008,5.8,0.488,10.8,5.27,1003.853,1.438
238.0,2.2,0.0,43.3,71.0,71.0,0.1,0.174,1.5,0.607,13.7,8.316,36.216,12.526
6.0,9.25,423.68,65.4,96.0,96.0,0.1,0.293,0.6,0.874,17.5,15.295,31.111,3.0
196.0,2.77,57.734,15.9,76.0,79.0,0.2,0.135,27.0,0.569,10.4,5.918,31.791,0.122
285.0,0.01,4.877,23.7,85.0,87.0,1.0,0.006,6.6,0.475,12.0,5.7,867.063,14.25
279.0,4.55,90.46,16.6,9.0,91.0,1.0,0.057,9.0,0.365,6.3,2.3,124.76,3.77
131.0,3.94,0.0,14.7,96.0,95.0,0.1,0.174,14.4,0.655,12.0,7.86,35.585,3.639
161.0,3.24,582.514,29.1,96.0,97.0,0.1,0.658,7.5,0.72,13.5,9.72,6.44,11.024000000000001
122.0,0.03,0.0,52.5,99.0,99.0,0.1,0.174,7.7,0.728,12.8,9.318,43.793,4.519
197.0,2.37,549.278,53.4,9.0,89.0,0.3,0.374,1.7,0.666,13.0,8.658,18.204,98.5
293.0,3.65,0.0,57.1,5.0,41.0,0.1,0.174,6.3,0.553,9.0,4.977,32.888,36.625
186.0,0.01,6.915,17.6,84.0,86.0,0.3,0.009,11.0,0.54,10.7,5.778,665.844,13.286
157.0,3.12,0.0,3.3,99.0,93.0,0.1,0.174,5.2,0.675,12.3,8.302,32.888,15.7
355.0,3.65,0.0,42.9,66.0,61.0,3.9,0.018,3.4,0.429,4.9,2.102,326.354,8.659
176.0,10.71,513.347,38.8,98.0,98.0,0.1,0.53,4.1,0.0,14.4,0.0,12.587,11.024000000000001
144.0,0.17,285.12,56.5,8.0,79.0,0.1,0.586,5.3,0.649,10.4,6.75,5.663,3.692
323.0,4.2,0.0,22.5,91.0,91.0,2.1,0.174,6.8,0.675,12.3,8.302,31.969,2.605
144.0,8.25,780.446,46.5,98.0,97.0,0.1,0.797,3.8,0.746,15.8,11.787,7.719,11.024000000000001
