year,selling_price,fuel,seller_type,transmission,owner,brand,km_dr_gr,mpow_val_d
2012,190000,1,0,0,1,1,3,50.0
2018,380000,1,0,0,1,1,0,50.0
2019,1145000,0,0,0,1,1,0,100.0
2017,540000,0,0,0,1,1,2,75.0
2011,800000,0,0,0,1,1,3,100.0
2006,150000,1,0,0,2,1,3,75.0
1995,55000,1,0,0,1,1,2,25.0
2015,919999,0,0,0,1,1,3,150.0
2009,135000,1,0,0,1,1,1,50.0
2017,340000,1,0,0,1,1,1,75.0
2010,525000,0,0,0,2,1,3,100.0
2016,411000,1,0,0,2,1,0,75.0
2010,150000,1,0,0,3,1,3,75.0
2015,575000,1,0,1,1,1,1,100.0
2017,595000,1,1,0,1,1,0,75.0
2017,525000,1,1,0,1,1,0,75.0
2012,335000,0,1,0,1,1,2,75.0
2012,300000,0,0,0,1,1,1,75.0
2012,415000,0,1,0,1,1,2,100.0
2016,925000,0,0,0,2,1,1,150.0
2016,750000,1,0,0,1,1,0,100.0
2018,1150000,0,0,1,1,1,1,125.0
2015,260000,1,0,0,3,0,0,75.0
2011,347000,0,0,0,1,1,2,75.0
2013,195000,1,0,0,2,1,1,50.0
2016,320000,2,0,0,2,1,1,50.0
2016,590000,1,0,0,1,1,0,75.0
2012,650000,0,0,0,2,1,3,100.0
2013,509999,0,0,0,2,1,3,75.0
2011,350000,0,0,0,2,1,3,75.0
2018,749000,0,0,0,1,1,0,100.0
2010,150000,0,0,0,2,1,2,75.0
2003,58000,1,0,0,3,1,3,50.0
2011,200000,0,0,0,3,1,3,75.0
2014,240000,0,0,0,2,1,3,75.0
2017,515000,0,0,0,2,1,1,100.0
2008,145000,1,0,0,2,1,3,50.0
2016,450000,1,0,0,2,1,0,75.0
2010,179000,1,0,0,3,1,2,75.0
2007,220000,1,0,0,3,1,3,100.0
2018,850000,1,0,0,1,1,2,125.0
2011,270000,1,0,0,2,1,1,75.0
2016,335000,1,0,0,1,1,0,50.0
2018,459999,1,0,0,1,1,0,75.0
2017,710000,0,0,0,1,1,1,100.0
2015,330000,0,0,0,2,1,3,75.0
2017,1515000,0,0,0,1,1,0,175.0
2018,750000,1,0,0,1,1,0,100.0
2016,160000,1,0,0,2,0,1,50.0
2016,215000,0,0,0,2,0,1,50.0
2012,60000,1,0,0,2,1,1,50.0
2014,480000,1,0,0,1,1,2,75.0
2012,140000,0,0,0,2,1,3,100.0
2012,200000,1,0,0,1,1,2,50.0
2013,400000,0,0,0,1,1,2,75.0
2012,180000,1,0,0,2,1,3,50.0
2015,550000,1,0,0,1,1,0,75.0
2016,550000,0,0,0,1,1,1,75.0
2012,550000,0,0,0,1,1,2,100.0
2011,270000,1,0,0,1,1,0,75.0
2013,315000,0,0,0,1,1,2,75.0
2018,875000,0,0,0,1,1,0,100.0
2007,400000,0,0,0,1,1,3,100.0
2014,540000,0,0,0,1,1,3,75.0
2017,350000,2,0,0,1,1,1,50.0
2011,360000,0,0,0,2,1,2,125.0
2014,300000,1,0,0,1,1,0,75.0
2014,350000,0,0,0,1,1,3,75.0
2016,650000,0,0,0,1,1,3,100.0
2016,350000,1,0,0,1,1,0,75.0
2017,700000,0,0,0,1,1,1,100.0
2013,415000,0,0,0,2,1,3,75.0
2014,525000,0,0,0,2,1,3,100.0
2015,550000,0,0,0,1,1,1,100.0
2012,595000,0,0,0,3,1,3,150.0
2015,2000000,0,0,0,1,1,3,150.0
2010,400000,0,0,0,4,1,3,150.0
2015,500000,0,0,0,1,0,2,100.0
2017,340000,1,1,0,1,1,1,75.0
2013,480000,0,1,0,2,1,2,100.0
2018,750000,0,0,0,1,1,0,100.0
2008,100000,1,0,0,2,1,2,75.0
2015,425000,0,0,0,1,0,2,100.0
2010,285000,1,0,0,1,1,2,125.0
2016,625000,0,0,0,1,1,1,100.0
2012,170000,0,0,0,2,0,1,75.0
2018,459999,1,0,0,1,1,0,100.0
2015,450000,0,0,0,1,0,3,100.0
2019,650000,1,0,1,1,1,0,75.0
2017,600000,1,0,0,1,1,0,75.0
2013,178000,2,0,0,2,1,2,50.0
2016,300000,1,0,0,1,1,0,50.0
2009,150000,1,0,0,1,1,1,50.0
2019,590000,1,0,0,1,1,0,75.0
2016,310000,1,0,0,1,1,0,50.0
2017,400000,1,0,0,1,1,1,100.0
2014,520000,0,0,0,2,1,3,125.0
2013,300000,0,0,0,2,0,3,75.0
2019,1000000,1,0,0,1,1,0,100.0
2003,65000,1,0,0,4,1,2,75.0
2015,509999,0,0,0,2,1,2,100.0
2012,221000,1,0,0,1,1,2,75.0
2014,390000,1,0,0,3,1,2,100.0
2002,350000,1,0,0,1,1,1,75.0
2009,195000,1,0,0,1,1,1,50.0
2010,1750000,0,0,1,2,2,3,250.0
2013,600000,0,0,0,1,1,1,125.0
2015,615000,0,0,0,1,1,2,100.0
2013,350000,0,0,0,2,1,2,100.0
2012,140000,0,0,0,1,0,2,50.0
2017,650000,0,0,0,2,1,0,100.0
2016,1100000,0,0,0,1,1,2,125.0
2010,285000,0,0,0,2,1,2,100.0
2011,190000,1,0,0,2,0,0,50.0
2012,350000,1,0,0,1,1,3,100.0
2014,400000,1,0,0,2,1,1,75.0
2016,2100000,1,0,1,1,1,1,175.0
2015,434999,1,0,0,2,1,2,75.0
2014,450000,1,0,0,2,1,1,75.0
2001,45000,1,0,0,1,0,3,50.0
2015,450000,1,0,0,1,1,1,75.0
2017,580000,0,0,0,1,1,0,75.0
2016,900000,0,0,0,1,1,2,125.0
2009,140000,0,0,0,3,1,3,75.0
2017,525000,1,0,0,1,1,0,75.0
2009,114999,0,0,0,3,1,3,75.0
2016,399000,1,0,0,1,1,1,75.0
2012,275000,0,0,0,2,1,2,75.0
2011,340000,0,0,0,2,1,2,100.0
2012,222000,2,0,0,1,1,3,50.0
2013,850000,0,0,1,1,1,3,175.0
2007,70000,0,0,0,2,1,3,50.0
2017,430000,1,0,0,2,1,1,75.0
2017,430000,1,0,0,2,1,0,75.0
2012,500000,0,0,0,2,1,3,75.0
2012,500000,0,0,0,2,1,3,100.0
2010,229999,0,0,0,1,1,3,75.0
2009,600000,0,0,1,2,1,3,125.0
2017,500000,0,0,0,2,1,2,75.0
2010,315000,0,0,0,2,1,3,75.0
2011,265000,1,0,0,1,1,2,75.0
2015,350000,0,0,0,2,1,3,100.0
2012,200000,0,0,0,1,1,3,75.0
2011,114999,0,0,0,2,1,3,50.0
2014,425000,1,0,0,1,1,0,75.0
2019,900000,0,0,0,1,1,0,100.0
2014,550000,0,0,0,1,1,3,125.0
2018,900000,0,0,0,1,1,0,100.0
2011,165000,1,0,0,3,1,2,75.0
2016,850000,0,0,1,1,1,3,125.0
2016,850000,0,0,0,1,1,3,125.0
2014,550000,0,0,0,2,1,2,100.0
2011,500000,0,0,0,2,1,1,75.0
2011,160000,1,0,0,1,1,1,75.0
2015,670000,0,0,0,1,1,1,100.0
2014,430000,0,0,0,1,1,2,75.0
2015,375000,1,0,0,1,1,0,75.0
2016,500000,0,0,0,1,1,0,75.0
2017,1350000,0,0,0,1,1,0,150.0
2018,600000,0,0,0,1,1,1,100.0
2017,1200000,0,0,0,1,1,0,125.0
2017,550000,1,1,0,1,1,0,75.0
2015,1225000,0,1,0,1,1,1,150.0
2013,530000,0,0,0,1,1,1,75.0
2010,150000,1,0,0,1,0,2,75.0
2014,475000,1,0,0,1,1,1,75.0
2008,375000,0,0,0,4,1,3,125.0
2016,425000,0,0,0,2,1,2,75.0
2015,800000,0,0,0,2,1,2,100.0
1996,40000,1,0,0,2,1,0,25.0
2018,509999,1,0,1,2,1,0,75.0
2015,387000,0,0,0,1,1,3,75.0
2000,95000,0,0,0,4,1,3,75.0
2010,340000,0,0,0,3,1,3,75.0
2016,1000000,0,0,0,1,1,3,150.0
2009,160000,0,0,0,2,1,3,75.0
2008,365000,0,0,0,4,1,3,125.0
2011,300000,0,0,0,2,1,3,75.0
2008,260000,0,0,0,2,1,2,75.0
2018,860000,1,0,1,1,1,1,100.0
2008,114999,1,0,0,2,1,1,100.0
2007,100000,1,0,0,2,1,2,50.0
2014,565000,0,0,0,1,1,3,100.0
2013,450000,0,0,0,2,1,3,100.0
2017,625000,1,0,0,1,1,0,75.0
2017,330000,1,0,0,1,1,1,75.0
2015,1300000,0,0,0,1,1,1,125.0
2008,65000,1,0,0,2,1,1,75.0
2018,480000,1,0,0,2,1,1,75.0
2016,400000,0,0,0,2,1,0,75.0
2009,500000,0,0,0,1,1,2,150.0
2012,320000,0,0,0,1,1,3,100.0
2014,750000,0,0,0,2,1,2,150.0
2017,620000,0,0,0,1,1,3,75.0
2011,300000,0,0,0,3,1,3,75.0
2018,1405000,1,0,0,1,1,0,125.0
2017,282000,1,0,0,1,1,0,50.0
2017,700000,1,0,1,1,1,0,75.0
2017,700000,0,0,0,1,1,2,100.0
2015,600000,0,0,0,1,1,3,100.0
2012,290000,0,0,0,2,1,2,100.0
2011,430000,0,0,1,2,0,2,150.0
2017,575000,1,0,0,1,1,0,75.0
2010,180000,1,0,0,1,1,2,75.0
2012,229999,0,0,0,1,1,3,75.0
2019,800000,1,0,1,1,1,0,75.0
2009,60000,1,0,0,3,0,3,75.0
2009,150000,1,0,0,1,1,3,100.0
2007,100000,0,0,0,3,1,2,75.0
2018,850000,0,0,0,1,1,1,100.0
2014,220000,0,0,0,1,0,1,50.0
2014,250000,1,0,0,2,1,1,50.0
2012,125000,0,0,0,1,1,3,75.0
2017,400000,1,0,0,1,1,1,75.0
2018,1000000,1,0,0,1,1,0,125.0
2014,600000,0,0,0,1,1,3,100.0
2010,250000,1,0,0,1,1,1,75.0
2005,120000,1,0,0,4,1,1,75.0
2014,390000,0,0,0,1,1,2,100.0
2019,458000,1,0,0,1,1,0,75.0
2018,950000,0,0,0,1,1,0,100.0
2017,650000,1,0,0,1,1,0,75.0
2013,400000,0,0,0,1,1,2,75.0
2015,400000,1,0,1,2,1,2,75.0
2006,100000,1,0,0,1,1,1,50.0
2012,350000,1,0,0,1,1,0,75.0
2013,450000,0,0,0,2,1,2,150.0
2006,350000,0,0,0,1,1,2,125.0
2010,250000,0,0,0,4,1,2,75.0
2013,450000,0,0,0,2,1,3,50.0
2013,157000,1,0,0,3,1,1,25.0
2018,1500000,0,0,0,1,1,1,150.0
2012,250999,0,0,0,4,1,3,75.0
2010,350000,1,0,0,2,1,2,125.0
2016,300000,1,0,0,1,1,0,75.0
2017,819999,0,0,0,1,1,1,75.0
2010,409999,0,0,0,2,1,3,75.0
2008,275000,1,0,0,2,1,1,100.0
2013,497000,0,0,0,1,1,3,100.0
2015,500000,1,0,0,1,1,2,75.0
2006,170000,0,0,0,2,1,3,75.0
2019,2700000,0,0,1,1,1,0,175.0
2019,975000,0,0,0,1,1,0,100.0
2018,620000,1,0,0,1,1,0,100.0
2019,1227000,1,0,1,1,1,0,125.0
2018,950000,0,0,0,1,1,1,100.0
2019,1700000,1,1,1,1,1,0,150.0
2014,545000,0,0,0,1,1,3,100.0
2011,400000,0,0,0,1,1,2,75.0
2015,562000,0,0,0,1,1,1,75.0
2002,96000,0,0,0,1,1,3,75.0
2015,590000,0,0,0,1,1,2,100.0
2016,350000,0,0,0,2,1,3,75.0
2017,484999,1,0,0,1,1,0,75.0
2015,240000,0,0,0,2,1,3,75.0
2008,500000,0,0,0,2,1,3,100.0
2017,300000,1,0,0,1,1,2,50.0
2016,750000,0,0,0,1,1,2,100.0
2016,574000,1,0,0,2,1,0,75.0
2013,200000,0,0,0,1,1,3,100.0
2016,1100000,0,0,0,1,1,2,125.0
2012,350000,1,0,0,1,1,2,50.0
1998,70000,1,0,0,2,1,3,25.0
2005,120000,1,0,0,2,1,2,75.0
2012,700000,0,0,0,2,1,3,100.0
2019,500000,1,0,0,1,1,0,75.0
2016,370000,0,0,0,1,1,2,75.0
2019,600000,1,0,0,1,1,0,75.0
2006,100000,1,0,0,2,1,3,50.0
2013,409999,0,0,0,2,1,2,75.0
2017,600000,1,0,0,1,1,0,75.0
2018,550000,1,0,0,1,1,0,75.0
2018,950000,0,0,0,1,1,0,100.0
2014,645000,0,0,1,1,1,3,125.0
2014,750000,0,0,0,2,1,1,150.0
2006,650000,1,0,0,1,2,1,175.0
2015,800000,1,0,0,1,1,0,100.0
2010,350000,1,0,0,2,1,1,150.0
2015,700000,1,0,0,1,1,0,100.0
2011,335000,1,0,0,1,1,0,75.0
2012,270000,0,0,0,1,1,3,75.0
2007,120000,1,0,0,1,1,3,75.0
2007,125000,1,0,0,3,1,3,100.0
2007,150000,1,0,0,1,1,0,75.0
2018,310000,1,0,0,1,1,0,50.0
2015,625000,0,0,0,1,1,1,75.0
2016,600000,1,0,0,1,1,0,75.0
2011,180000,1,0,0,2,1,3,75.0
2019,700000,1,0,0,1,1,0,100.0
2013,121000,1,0,0,2,1,1,25.0
2014,350000,1,0,0,3,1,2,75.0
2012,869999,0,0,0,2,1,3,100.0
2008,80000,1,0,0,3,1,3,75.0
2008,120000,1,0,0,2,1,2,75.0
2012,370000,0,0,0,2,1,3,125.0
2015,750000,0,0,0,1,1,2,100.0
2015,484999,0,0,0,1,1,3,75.0
2011,305000,0,0,0,2,1,3,75.0
2019,750000,1,0,1,1,1,0,75.0
2010,350000,1,0,0,1,1,2,75.0
2008,400000,0,0,0,3,1,3,125.0
2015,570000,0,0,0,2,1,3,75.0
2012,180000,1,0,0,2,1,3,50.0
1998,68000,1,0,0,3,0,3,75.0
2006,280000,0,0,0,3,1,3,75.0
2015,2600000,0,0,1,2,2,3,200.0
2018,700000,0,0,0,1,1,1,75.0
2016,1850000,0,0,1,2,2,1,125.0
2015,685000,0,1,0,1,1,3,100.0
2015,565000,0,1,0,1,1,3,75.0
2017,1600000,1,1,1,2,1,0,175.0
2014,395000,0,1,0,3,1,3,75.0
2013,425000,0,1,0,1,1,3,100.0
2019,1350000,0,1,0,0,1,0,100.0
2016,1950000,0,1,1,2,1,1,175.0
2018,535000,1,1,1,1,1,0,75.0
2018,500000,1,1,0,1,1,0,75.0
2014,700000,0,1,0,1,1,3,125.0
2010,1100000,0,1,1,1,2,3,200.0
2012,900000,0,1,1,1,1,3,175.0
2015,425000,1,1,0,1,1,2,75.0
2011,1600000,0,1,1,1,2,2,175.0
2013,325000,0,1,0,1,1,3,100.0
2019,1140000,0,0,1,1,1,0,100.0
2017,980000,0,0,0,1,1,1,150.0
2017,1920000,0,0,0,2,1,0,175.0
2020,808000,1,0,0,1,1,0,100.0
2014,550000,1,0,0,1,1,0,75.0
2010,215000,1,0,0,1,1,2,50.0
2016,512000,1,0,0,1,1,0,75.0
2011,215000,1,0,0,2,1,1,50.0
2012,500000,0,0,0,1,1,1,100.0
2015,700000,0,0,0,1,1,0,100.0
2012,525000,0,0,0,1,1,3,150.0
2011,550000,0,0,0,2,1,2,125.0
2016,750000,0,0,0,1,1,2,100.0
2017,395000,1,0,0,1,1,0,75.0
2017,675000,1,0,0,1,1,0,75.0
2008,140000,1,0,0,3,1,2,50.0
2011,430000,0,0,0,2,1,3,125.0
2014,300000,1,0,0,1,1,0,75.0
2013,355000,0,0,0,1,0,2,75.0
2007,125000,1,0,0,1,1,1,75.0
2018,810000,0,0,0,1,1,0,100.0
2018,671000,1,0,1,1,1,0,100.0
2018,295000,1,0,0,1,1,0,50.0
2017,850000,0,0,0,1,1,1,100.0
2013,409999,0,0,0,1,1,2,75.0
2015,600000,1,0,0,1,1,2,100.0
2015,600000,0,0,0,1,1,2,50.0
2013,550000,0,0,0,1,1,1,75.0
2014,650000,0,0,0,1,1,1,75.0
2014,655000,0,0,0,2,1,1,75.0
2006,130000,0,0,0,1,1,2,75.0
2014,400000,0,0,0,1,1,3,100.0
2009,155000,1,0,0,1,1,1,50.0
2013,250000,1,0,0,1,1,1,75.0
2019,500000,1,0,0,1,0,0,75.0
2018,565000,1,0,1,1,1,0,75.0
2018,900000,0,0,0,1,1,1,100.0
2017,650000,0,0,0,1,1,3,75.0
2013,600000,0,0,0,1,1,1,50.0
2018,800000,0,0,0,1,1,0,75.0
2015,575000,0,0,0,1,1,1,100.0
2016,550000,1,0,1,1,1,1,100.0
2011,190000,1,0,0,3,1,2,100.0
2017,750000,0,0,0,1,1,1,100.0
2018,625000,1,0,0,1,1,0,75.0
2013,300000,1,0,0,2,1,1,75.0
2017,850000,1,0,0,1,1,0,100.0
2012,130000,1,0,0,1,0,2,50.0
2015,400000,1,0,0,1,1,1,75.0
2018,900000,0,0,0,1,1,0,100.0
2015,250999,1,0,0,2,1,1,50.0
2011,250000,1,0,0,2,1,3,100.0
2009,100000,1,0,0,2,0,3,75.0
2016,450000,1,0,0,1,1,2,75.0
2017,575000,0,0,0,1,1,2,75.0
2013,400000,0,0,0,1,1,2,75.0
2019,480000,1,0,0,1,1,0,75.0
2019,490000,1,0,0,1,1,0,75.0
2007,150000,0,0,0,2,1,3,75.0
2017,600000,0,0,0,1,1,1,75.0
2015,500000,0,0,0,2,1,1,75.0
2015,425000,0,0,0,1,1,2,100.0
2003,108000,0,0,0,2,1,3,75.0
2015,1030000,0,0,0,1,1,3,100.0
2015,360000,1,0,0,1,1,0,75.0
2012,290000,1,0,0,2,1,2,75.0
2003,70000,0,0,0,1,1,0,50.0
2012,320000,0,0,0,2,1,2,75.0
2014,755000,0,0,0,1,1,0,125.0
2011,215000,0,0,0,1,1,3,75.0
2007,190000,1,0,0,2,1,2,75.0
2014,1365000,0,0,0,2,1,2,100.0
2018,675000,1,1,0,1,1,0,100.0
2014,438999,0,1,0,1,1,2,75.0
2015,550000,0,0,0,1,1,3,100.0
2013,409999,1,0,0,1,1,0,75.0
2019,350000,1,0,0,1,1,0,50.0
2012,135000,0,0,0,3,0,1,50.0
2016,1490000,0,0,0,2,1,1,150.0
2014,520000,0,0,0,2,1,2,75.0
2005,80500,1,0,0,3,1,1,100.0
2013,375000,0,0,0,1,1,2,75.0
2006,189000,1,0,0,2,1,2,75.0
2017,550000,0,0,0,1,1,3,100.0
2011,260000,0,0,0,2,1,3,75.0
2016,1000000,0,0,1,1,1,1,100.0
2015,300000,1,0,0,1,1,1,75.0
2010,350000,1,0,0,2,1,3,125.0
2019,892000,0,0,0,1,1,0,100.0
2012,285000,0,0,0,2,0,2,100.0
2012,300000,2,0,0,1,1,1,75.0
2016,620000,0,0,0,1,1,2,100.0
2017,750000,0,0,0,1,1,2,100.0
2016,270000,1,0,0,1,1,0,50.0
2012,300000,1,0,0,2,1,1,50.0
2011,220000,0,0,0,1,1,2,75.0
2012,260000,1,0,0,2,1,2,100.0
2019,600000,1,0,1,1,1,0,75.0
2016,300000,1,0,0,1,1,1,50.0
2015,300000,1,0,0,1,1,2,100.0
2016,400000,1,0,0,1,1,3,75.0
2016,550000,1,0,0,1,1,0,75.0
2019,1200000,0,0,0,1,1,1,100.0
2015,500000,0,0,0,1,1,1,100.0
2005,93000,1,0,0,3,1,2,75.0
2014,500000,0,0,0,1,1,3,100.0
2018,670000,0,0,0,1,1,3,75.0
2012,750000,0,0,0,2,1,3,100.0
2017,370000,1,0,0,1,1,0,75.0
2016,425000,1,0,0,1,1,1,75.0
2006,370000,0,0,0,4,1,3,100.0
2009,229999,0,0,0,3,1,3,150.0
2016,850000,0,0,0,1,1,0,100.0
2018,750000,0,0,0,1,1,0,75.0
2010,235000,0,0,0,1,1,1,100.0
2017,700000,0,0,0,1,1,2,100.0
2016,480000,0,0,0,1,1,1,75.0
2016,475000,0,0,0,1,1,1,75.0
2015,610000,0,0,0,1,1,3,100.0
2011,650000,0,0,0,2,1,3,100.0
2017,800000,0,0,0,1,1,2,100.0
2015,520000,0,0,0,1,1,3,150.0
2014,160000,0,0,0,1,1,2,75.0
2018,1000000,0,0,0,1,1,2,100.0
2015,700000,0,0,0,2,1,3,100.0
2002,140000,1,0,0,2,1,2,75.0
2017,725000,0,0,0,2,1,3,100.0
2017,1680000,0,0,0,1,1,3,150.0
2015,550000,0,0,0,1,1,1,75.0
2012,240000,0,0,0,2,1,2,75.0
2013,667000,0,0,0,1,0,2,175.0
2015,550000,0,0,0,1,1,3,75.0
2015,400000,1,0,0,1,1,0,75.0
2015,599000,1,0,0,1,1,2,100.0
2016,725000,0,0,0,1,1,3,100.0
2015,525000,1,0,0,2,1,3,125.0
2011,204999,0,0,0,2,1,2,75.0
2012,190000,0,0,0,1,1,3,75.0
2015,310000,0,0,0,4,1,1,75.0
2016,380000,0,0,0,2,1,2,75.0
2012,204000,1,0,0,3,1,3,75.0
2018,350000,1,0,0,1,1,0,75.0
2013,350000,0,0,0,1,1,3,100.0
2012,175000,0,0,0,2,1,3,75.0
2011,340000,0,0,0,1,1,2,100.0
2017,950000,1,0,0,1,1,0,125.0
2017,894999,1,0,0,1,1,0,125.0
2014,350000,0,0,0,2,1,3,75.0
2005,100000,1,0,0,2,1,2,75.0
2004,100000,0,0,0,3,1,1,75.0
2016,800000,0,0,0,1,1,2,150.0
2013,525000,0,0,0,2,1,2,50.0
2008,500000,0,0,0,2,1,3,150.0
2003,42000,1,0,0,1,1,1,25.0
2009,190000,1,0,0,3,1,3,75.0
2019,694000,0,0,0,1,1,0,75.0
2016,861999,0,0,1,1,1,3,150.0
2017,650000,0,0,0,1,1,1,100.0
2011,310000,0,0,0,2,1,2,75.0
2013,360000,0,0,0,1,1,2,75.0
2011,240000,0,0,0,2,1,2,75.0
2012,500000,0,0,0,4,1,2,150.0
2010,475000,0,0,0,2,1,3,100.0
2007,100000,1,0,0,3,1,1,50.0
2009,200000,1,0,0,3,1,3,100.0
2006,430000,0,0,0,1,1,3,100.0
2010,245000,0,0,0,4,1,3,100.0
2014,450000,0,0,0,1,1,2,75.0
2017,800000,0,0,0,1,1,1,100.0
2017,760000,0,0,0,1,1,1,100.0
2015,416000,0,0,0,1,1,2,100.0
2011,195000,1,0,0,1,1,3,75.0
2017,325000,1,0,0,1,1,0,50.0
2010,145000,1,0,0,2,1,2,75.0
2018,675000,0,0,0,1,1,0,75.0
2016,340000,1,0,0,2,1,0,75.0
2014,260000,1,0,0,1,1,1,25.0
2015,300000,1,0,0,1,1,1,50.0
2007,75000,1,0,0,2,1,1,25.0
2011,350000,0,0,0,1,1,2,75.0
2010,170000,0,0,0,3,1,3,100.0
2018,600000,1,0,0,1,1,1,75.0
2010,800000,1,0,1,1,1,0,125.0
2018,850000,0,0,0,2,1,3,75.0
2014,980000,0,0,0,2,1,3,150.0
2018,900000,0,0,1,2,1,1,100.0
2010,310000,0,0,0,2,1,3,75.0
2013,600000,0,0,0,3,1,1,100.0
2008,270000,0,0,0,2,1,3,75.0
2019,509999,1,0,0,1,1,0,75.0
2013,225000,0,0,0,2,1,2,75.0
2015,280000,1,0,0,1,1,1,75.0
2016,490000,0,0,0,1,1,3,75.0
2013,440000,0,0,0,1,1,3,50.0
2014,500000,0,0,0,1,1,3,150.0
2005,476999,1,0,0,3,1,2,150.0
2015,590000,1,0,0,3,1,2,75.0
2010,500000,0,0,0,1,1,3,150.0
2015,600000,0,0,0,1,1,1,100.0
2016,750000,0,0,0,1,1,2,125.0
2017,2950000,0,1,1,1,2,1,200.0
2019,5200000,0,1,1,1,2,0,200.0
2019,695000,0,1,0,1,1,1,100.0
2018,690000,0,1,0,1,1,1,75.0
2016,409999,0,1,0,1,1,2,75.0
2020,1650000,0,1,0,1,1,0,175.0
2016,2375000,0,1,1,1,2,0,175.0
2017,525000,0,1,0,2,1,0,75.0
2019,2150000,0,1,0,1,1,0,175.0
2013,540000,0,0,0,2,1,1,150.0
2017,2750000,0,1,1,2,1,1,175.0
2016,1000000,0,1,0,2,1,3,125.0
2018,2900000,0,1,1,1,2,0,200.0
2017,725000,0,1,0,1,1,1,100.0
2018,975000,0,1,0,1,1,1,100.0
2016,355000,1,1,0,1,1,1,75.0
2008,400000,1,0,0,1,1,3,150.0
2015,265000,1,1,0,1,1,1,50.0
2018,650000,0,1,0,1,1,1,100.0
2017,720000,0,0,0,1,1,1,100.0
2016,850000,1,0,0,1,1,0,125.0
2015,290000,1,0,0,1,1,1,75.0
2010,1200000,1,0,1,2,2,0,200.0
2016,600000,0,0,1,2,1,2,100.0
2011,300000,0,0,0,2,1,2,75.0
2009,240000,0,0,0,2,1,2,75.0
2014,700000,0,0,0,1,1,2,125.0
2014,470000,0,0,0,2,1,2,75.0
2016,800000,0,0,0,1,1,2,100.0
2012,450000,0,0,0,1,1,2,100.0
2007,90000,0,0,0,3,1,2,50.0
2010,450000,0,0,0,2,1,3,75.0
2017,1465000,0,1,1,1,1,1,175.0
2016,925000,0,1,0,1,1,2,125.0
2016,1385000,0,1,0,2,1,1,150.0
2015,2000000,0,0,0,1,1,0,175.0
2004,80000,0,0,0,2,1,3,75.0
2007,300000,0,0,0,2,1,3,125.0
2009,360000,0,0,0,1,1,3,75.0
2010,320000,0,0,0,2,1,2,100.0
1994,99000,0,0,0,2,0,3,50.0
2013,620000,0,0,0,1,1,3,100.0
2006,100000,1,0,0,3,1,3,150.0
2014,210000,1,0,0,2,1,0,75.0
2019,786000,1,0,0,1,1,0,75.0
2014,1000000,0,0,0,1,1,1,150.0
2002,120000,0,0,0,2,1,1,50.0
2016,750000,0,0,0,1,1,3,75.0
2016,550000,1,0,0,1,1,1,75.0
2018,890000,0,0,0,3,1,3,150.0
2015,550000,0,0,0,1,1,0,50.0
2018,400000,1,0,0,1,0,0,75.0
2015,290000,1,0,0,2,1,0,75.0
2015,300000,1,0,0,2,1,0,75.0
2019,500000,1,0,0,1,1,0,75.0
2013,250000,0,0,0,1,1,1,100.0
2013,220000,0,0,0,1,1,2,75.0
2009,650000,0,0,0,4,1,3,100.0
2018,5500000,0,0,1,1,2,0,250.0
2017,875000,0,1,1,1,1,0,75.0
2019,785000,1,1,0,1,1,0,75.0
2017,819999,1,1,0,1,1,0,100.0
2016,2950000,0,1,1,1,2,1,200.0
2016,1925000,0,1,0,1,1,0,150.0
2017,885000,0,1,0,1,1,1,100.0
2015,680000,1,1,1,1,1,2,100.0
2012,385000,1,1,0,1,1,1,75.0
2018,890000,0,1,0,1,1,1,100.0
2015,1275000,0,1,1,1,1,2,150.0
2018,6000000,0,1,1,1,2,0,250.0
2019,1025000,1,1,1,1,1,0,100.0
2016,675000,1,1,1,1,1,2,100.0
2017,700000,1,1,0,1,1,2,75.0
2016,780000,0,1,0,1,1,1,100.0
2017,1050000,0,1,0,1,1,2,125.0
2015,2700000,0,1,1,2,2,3,250.0
2016,400000,0,0,0,1,1,3,75.0
2011,400000,0,0,0,1,1,3,50.0
2009,85000,1,0,0,2,1,2,50.0
2018,1300000,0,0,0,1,1,0,150.0
2018,819999,0,0,0,1,1,0,100.0
2018,260000,1,0,0,1,1,1,75.0
2015,484999,1,1,0,1,1,1,75.0
2015,2500000,0,1,1,1,2,0,275.0
2018,2550000,1,1,1,1,2,0,175.0
2017,650000,1,1,0,1,1,0,75.0
2017,1748999,0,1,0,1,1,0,150.0
2017,925000,1,1,1,1,1,0,125.0
2017,810000,0,1,0,1,1,1,100.0
2013,910000,0,0,0,2,1,2,100.0
2016,300000,0,0,0,2,1,1,50.0
2004,120000,1,0,0,2,1,2,50.0
2015,490000,1,0,0,2,1,1,75.0
2013,425000,0,0,0,1,1,2,100.0
2011,155000,1,0,0,1,1,1,50.0
2013,490000,0,0,0,2,1,2,125.0
2010,132000,1,0,0,1,1,3,50.0
2018,750000,0,0,0,1,1,0,100.0
2011,225000,1,0,0,1,1,0,75.0
2011,240000,1,0,0,1,1,2,75.0
2004,33351,1,0,0,3,1,2,75.0
2010,80000,1,0,0,2,0,2,50.0
2004,40000,1,0,0,1,1,3,25.0
2019,1100000,0,0,0,2,1,1,100.0
2016,380000,0,0,0,2,1,2,75.0
2011,300000,0,0,0,2,1,3,150.0
2014,240000,1,0,0,1,1,1,50.0
2011,325000,0,0,0,1,1,2,75.0
